CO_sensor,NMHC,NOx,NO2,O3_sensor,temp_C,humidity,abs_humidity,CO_level
696.7,,178.9,54.7,357.1,17.5,62.1,0.851,8.177
650.4,77.6,112.5,155.1,1035.2,18.2,38.7,0.51,5.977
463.8,143.6,153.9,140.7,1107.5,12.3,83.2,1.471,6.637
1036.9,,348.5,46.0,525.3,3.4,78.3,1.947,9.115
1732.8,154.6,219.8,30.1,676.0,19.0,84.4,1.488,8.556
1254.8,87.4,71.2,86.3,871.6,10.9,26.6,0.761,4.229
1068.3,281.9,266.5,134.4,1444.3,11.0,89.6,1.788,8.109
834.4,457.9,440.3,129.9,778.8,14.9,30.0,1.368,13.029
803.1,128.5,57.0,98.9,1446.6,23.0,80.9,1.426,5.822
665.9,110.1,93.5,116.6,168.6,4.8,46.3,1.27,4.395
714.0,1.5,,101.0,1245.9,16.7,86.9,1.601,8.098
1203.0,466.7,270.6,72.5,428.1,5.7,20.1,1.939,7.817
1972.6,11.0,415.5,106.0,855.9,25.3,68.2,1.062,13.042
1345.5,88.7,63.6,57.8,581.0,30.5,89.7,1.371,6.091
794.4,245.2,148.6,154.0,812.3,24.1,68.6,1.781,7.091
693.6,345.4,116.5,75.4,806.4,26.4,69.5,1.818,6.787
666.2,,287.3,77.3,642.1,39.7,66.7,1.735,11.988
1915.8,114.3,17.0,8.0,878.9,0.8,88.6,1.341,0.764
1365.1,106.9,392.4,75.6,951.1,19.8,70.2,1.904,11.44
1164.7,117.9,265.1,103.9,489.9,17.0,54.8,0.755,10.229
1458.4,240.1,5.8,19.4,551.8,21.4,37.3,0.805,5.189
1282.4,31.0,138.3,156.4,1385.6,13.7,74.4,0.826,5.607
131.6,,204.1,46.8,877.0,20.2,31.3,1.104,7.787
585.0,218.2,71.1,104.1,924.8,23.2,24.3,1.501,6.53
1462.7,169.1,72.1,144.7,601.3,22.1,73.4,1.131,5.421
1870.2,,78.7,10.4,944.1,5.9,45.8,1.925,4.714
1536.3,504.2,75.1,41.4,700.3,25.1,34.9,0.861,6.4
983.5,441.5,139.9,112.3,1099.8,12.9,73.7,1.722,6.166
1209.8,552.8,315.7,129.4,728.6,14.0,80.7,1.673,9.517
622.1,472.0,371.8,28.7,810.8,13.4,27.4,0.996,11.412
1175.5,178.3,80.2,108.9,1613.6,22.9,49.0,1.206,5.448
1105.5,260.7,199.5,62.3,1079.5,5.7,21.7,1.642,6.549
1004.8,214.0,130.4,104.5,828.7,27.9,77.9,1.781,7.516
1272.6,205.1,127.3,97.1,911.7,35.7,20.6,1.524,8.103
1066.8,,45.3,142.9,1308.6,17.0,47.3,1.883,5.03
134.4,199.5,122.9,65.4,514.9,8.7,83.2,1.43,5.393
760.0,40.1,517.1,186.9,893.4,4.3,60.8,1.109,12.78
730.8,15.2,292.9,138.5,906.8,16.9,76.2,1.435,9.633
941.3,289.2,167.4,79.2,957.5,14.1,29.4,1.418,6.373
1125.5,93.2,30.7,59.1,705.3,24.5,28.0,1.329,5.063
1169.9,398.4,106.9,137.6,815.5,26.6,44.8,0.96,6.406
916.0,506.3,175.8,102.0,232.3,7.0,67.1,1.501,5.169
954.4,14.3,51.9,145.7,1108.2,16.3,31.4,1.701,5.146
59.4,61.4,211.7,115.5,610.4,11.5,24.6,1.938,7.386
1426.9,248.0,159.0,20.2,1559.4,20.1,88.3,1.246,7.108
1070.0,271.3,301.1,80.6,907.0,-1.8,40.4,1.628,8.267
932.2,172.2,62.5,102.6,540.6,6.3,63.7,1.703,3.259
880.3,81.9,252.6,10.7,373.9,13.9,66.2,1.511,8.571
406.5,217.6,266.5,148.5,802.9,23.1,22.7,1.068,10.276
1789.7,107.0,221.5,80.6,1056.7,12.6,59.6,1.574,8.639
740.9,289.7,143.5,33.0,1059.7,25.8,34.0,1.966,7.182
364.3,104.9,279.0,68.1,566.2,8.6,26.3,1.41,8.354
929.0,316.0,90.1,78.1,2030.2,16.6,47.8,1.607,5.544
1013.6,316.9,100.7,116.1,1241.7,12.0,75.5,0.855,4.639
1450.7,33.4,121.9,146.7,1383.1,26.9,87.8,1.482,7.383
942.3,298.3,184.2,18.5,1021.4,30.0,54.7,0.551,8.88
897.5,255.1,56.1,126.1,546.3,24.9,82.1,1.746,5.682
693.6,116.6,165.4,41.9,947.0,28.9,86.2,0.831,8.69
401.2,389.3,95.4,112.6,847.5,16.9,51.0,0.598,5.234
469.7,105.1,272.3,21.9,1176.3,10.8,30.2,0.766,8.206
1221.2,63.7,268.6,147.8,763.8,14.4,41.7,1.205,9.861
1182.6,383.1,175.9,134.4,800.2,8.6,47.1,0.563,5.956
1386.2,186.4,370.1,130.6,276.4,20.9,51.8,0.552,11.497
931.6,122.7,42.1,133.4,969.0,14.3,65.1,1.265,4.841
1604.6,95.8,298.2,83.5,588.5,10.0,65.2,1.352,9.492
630.6,,238.7,111.3,843.5,18.3,58.0,0.978,9.163
825.1,426.5,114.8,85.6,801.9,1.6,36.0,0.525,4.52
957.9,186.8,155.7,194.7,421.1,20.0,45.4,1.189,7.037
954.2,156.9,168.2,190.9,713.8,4.4,48.9,1.878,5.479
670.5,370.3,220.2,62.9,682.2,18.1,66.5,1.227,8.163
602.6,373.2,199.1,213.2,1014.7,19.7,29.9,1.18,8.383
59.5,196.3,26.0,153.2,619.0,9.3,36.9,1.338,3.523
1627.2,643.9,302.8,194.9,1107.1,15.1,39.9,0.747,9.328
1006.5,125.7,315.8,33.0,1086.3,18.9,56.3,1.705,10.369
855.5,481.5,200.1,38.8,724.8,9.4,73.0,0.55,6.458
682.6,247.3,326.5,165.0,841.4,22.8,79.1,0.584,10.904
1036.7,302.4,51.1,17.1,978.1,31.2,72.0,0.584,5.597
936.3,95.4,,87.1,725.6,17.6,72.4,1.689,7.576
1692.3,48.8,50.9,137.5,1031.5,26.2,36.9,1.052,5.786
805.6,,330.1,143.0,1213.2,20.1,81.9,1.465,10.996
874.3,217.0,208.9,129.8,1315.7,16.0,23.7,0.619,8.214
1305.6,215.1,,145.7,1271.6,18.1,57.8,1.644,7.4
1265.2,118.4,369.4,31.5,952.5,16.2,26.2,1.002,11.144
518.0,23.8,274.1,71.3,678.7,20.1,62.1,0.823,9.299
1212.8,,65.9,147.3,1339.1,20.0,23.3,1.572,5.269
1484.4,212.3,261.0,103.8,878.2,26.7,64.9,0.597,9.84
1577.7,579.6,498.0,55.4,1027.7,13.6,22.4,1.229,13.24
507.6,119.2,462.1,145.4,64.3,13.6,31.6,1.075,13.156
986.9,8.3,333.1,71.7,1516.0,25.8,72.7,1.612,11.64
564.4,6.4,250.7,93.5,1471.6,18.4,41.2,1.458,8.239
1343.7,74.1,62.9,99.5,497.0,17.0,81.9,1.837,4.834
1061.7,358.1,244.7,96.6,779.2,-1.2,26.9,1.59,7.305
1480.7,253.4,168.8,133.6,713.9,30.6,57.1,1.123,7.936
1213.9,125.8,98.8,121.3,371.7,13.7,84.8,0.778,4.867
636.3,121.2,152.8,36.3,609.9,20.3,48.9,1.175,7.664
1032.8,70.2,68.6,86.3,1663.6,13.8,42.9,0.75,5.262
700.6,255.1,531.0,81.2,1024.2,23.6,87.6,0.67,15.0
570.6,,122.8,17.6,1382.7,25.4,49.7,0.573,6.472
795.0,151.1,301.3,129.7,886.3,10.1,68.9,1.313,8.818
1076.8,269.7,181.7,203.9,147.5,30.7,84.4,1.349,7.804
613.0,331.4,11.1,173.4,806.0,6.2,20.8,1.483,3.404
1049.1,359.9,167.6,139.0,871.9,17.3,59.9,1.83,7.356
460.4,180.4,191.2,10.7,762.8,10.0,69.9,1.869,6.988
239.8,178.0,408.0,90.0,288.6,23.3,49.3,1.011,12.066
1713.9,373.9,164.7,167.9,1202.7,30.8,67.1,1.454,8.143
836.9,129.2,27.3,169.5,562.6,21.0,76.4,1.193,4.907
919.1,413.5,10.2,118.3,752.4,13.3,42.1,1.629,3.236
853.8,367.3,335.8,78.6,1163.3,11.5,42.6,1.575,10.658
1203.9,43.4,84.5,84.7,575.4,33.8,26.1,0.793,6.601
1064.9,,194.5,109.2,899.9,11.5,86.9,0.761,7.039
1356.5,73.0,76.2,15.0,1036.2,10.2,22.3,0.671,4.714
1112.3,328.6,432.8,59.5,1599.9,13.7,53.0,0.684,11.65
991.1,386.1,37.2,7.1,831.2,14.2,57.3,0.869,4.739
1404.3,382.1,317.4,3.9,1170.9,12.4,29.9,1.025,9.44
851.0,225.2,344.5,10.9,765.0,11.4,54.3,1.431,10.354
978.4,150.8,499.6,109.6,1449.8,16.5,40.6,1.619,13.967
899.2,60.0,27.0,53.3,280.1,19.1,76.2,0.709,3.554
1547.5,186.1,190.7,96.5,395.6,19.2,77.6,0.879,7.915
1133.8,153.2,623.3,104.7,946.1,3.1,50.3,1.388,14.014
1026.4,118.7,91.4,29.0,705.1,11.5,50.4,1.637,5.16
129.1,466.7,,26.7,1126.6,15.3,25.3,1.731,7.199
1143.0,228.9,296.5,44.4,1176.7,17.6,45.0,1.075,8.995
1280.8,,323.6,97.8,262.6,19.3,48.4,1.169,9.975
1366.5,,,157.9,1269.8,8.3,51.3,1.517,7.556
919.2,494.1,102.0,44.1,999.1,17.0,51.7,0.917,5.918
1260.4,465.7,104.6,159.2,1568.4,32.7,26.5,0.624,8.011
1182.4,172.3,204.6,145.1,725.3,13.3,31.4,1.165,7.189
188.3,194.8,435.5,43.1,1162.0,5.4,50.4,1.978,11.148
1448.8,33.5,90.7,89.4,1112.6,27.4,46.5,1.06,6.23
934.7,385.6,134.5,103.7,1420.1,17.6,30.0,0.947,6.449
1094.6,542.5,98.7,96.5,36.0,13.4,65.4,1.734,4.687
750.7,178.4,150.7,87.0,348.0,29.9,28.2,1.877,8.383
1279.6,261.9,105.4,142.0,1265.2,-7.5,20.4,1.671,3.625
1145.0,332.0,239.3,48.0,1400.5,13.9,62.9,1.286,8.075
332.5,252.1,143.9,132.9,1143.5,4.2,25.8,1.833,5.18
725.8,17.2,336.0,95.3,460.4,30.5,24.2,1.385,11.727
1567.0,66.6,181.9,50.4,791.0,13.0,26.0,0.943,6.859
1319.0,64.0,90.8,69.4,1260.7,6.3,85.5,1.905,4.894
868.0,,415.9,37.1,799.7,4.5,27.4,1.485,11.673
873.0,407.3,303.4,159.5,852.1,27.0,78.7,0.7,10.454
645.3,167.2,359.1,65.5,1398.7,34.0,74.4,1.004,13.342
667.4,57.4,138.4,64.6,1105.3,16.3,78.9,1.49,6.312
1080.4,391.0,490.0,43.9,932.2,18.3,62.4,1.756,12.718
1656.3,99.9,294.0,159.1,1034.5,13.2,30.9,1.983,9.538
874.1,224.9,294.3,61.3,1152.3,25.5,74.0,0.804,10.083
1012.4,620.9,143.9,104.3,869.8,12.3,59.6,1.708,6.227
708.3,75.0,154.4,5.7,1096.8,10.4,59.8,0.678,5.06
962.1,116.7,277.1,204.2,596.6,13.9,62.6,1.522,8.879
1136.9,105.4,226.7,55.6,1197.4,23.3,30.4,0.661,9.7
1758.9,426.6,96.6,4.9,758.0,23.7,40.4,1.34,5.834
1469.5,165.9,231.9,122.0,615.8,7.3,89.5,1.284,7.482
1469.4,213.3,208.3,77.9,1318.9,16.8,81.1,1.841,8.074
818.7,298.2,229.2,110.9,1023.0,-2.8,45.1,1.305,6.133
634.3,318.4,399.7,168.6,986.6,8.3,89.1,1.575,11.196
1000.2,337.0,277.0,50.6,1058.4,14.9,24.9,1.796,9.259
756.8,423.6,209.9,74.9,352.8,10.1,44.4,0.711,6.797
823.2,13.7,199.1,81.3,1160.1,18.1,58.9,0.677,7.135
1110.4,41.3,206.0,39.2,850.9,28.9,63.5,0.681,8.583
1256.5,55.8,112.4,117.7,1450.1,20.3,76.4,0.987,5.74
1481.8,1.9,116.4,34.7,1769.0,31.2,71.6,1.085,7.588
1205.7,309.3,211.1,123.1,1018.1,14.3,68.2,0.558,8.148
1059.5,262.4,371.3,112.7,1056.1,15.9,88.2,0.874,11.139
674.3,410.6,300.0,65.9,966.2,23.9,61.9,0.51,10.444
1484.3,244.6,257.7,55.1,258.6,29.1,20.5,0.787,11.05
1312.1,183.7,37.0,53.8,371.2,22.4,63.2,1.089,3.978
829.8,156.9,325.2,135.4,461.3,25.5,73.1,1.632,10.98
1339.8,,239.9,169.5,1129.4,16.7,84.3,1.996,8.98
1044.7,328.0,555.0,68.2,1433.1,8.5,47.5,0.799,13.916
1453.6,139.4,194.1,49.4,1071.3,24.3,23.6,1.552,8.337
904.8,149.8,290.5,82.2,472.6,14.8,28.9,1.029,8.964
919.3,125.2,256.9,81.6,177.7,17.7,83.6,1.774,9.372
365.2,,177.8,89.9,734.9,3.8,86.5,1.0,5.705
816.1,527.4,184.7,84.5,752.6,35.1,36.3,0.964,9.703
1665.9,209.8,112.6,105.9,1171.3,24.6,67.3,1.303,7.475
2067.7,32.2,275.5,129.9,1281.3,29.3,53.1,1.997,10.25
1178.5,226.5,5.8,104.9,958.9,28.5,62.3,1.029,4.646
802.8,,606.5,149.5,497.2,18.7,23.5,0.804,15.0
890.4,151.8,168.5,155.8,921.9,0.2,87.5,1.544,5.715
981.0,9.0,108.7,68.1,213.5,18.3,53.0,1.841,6.302
867.9,470.4,157.7,83.5,806.6,12.4,74.1,1.745,6.542
1316.3,196.8,330.4,108.8,1314.1,29.1,56.2,1.82,11.338
450.1,170.7,,157.1,849.8,23.6,80.0,0.551,8.344
1012.7,145.9,182.5,80.2,1358.3,20.8,64.3,0.621,8.325
1732.9,173.3,124.6,192.9,760.4,9.8,42.4,1.688,4.212
1418.0,324.9,30.0,63.6,1074.6,10.5,54.9,1.119,4.534
1818.6,50.3,180.3,57.9,402.1,4.5,75.3,1.177,5.442
947.9,,242.5,21.6,1043.8,9.3,38.8,1.096,8.034
744.1,158.3,137.4,110.3,877.5,17.4,75.1,0.753,6.923
1127.3,164.6,331.8,64.4,753.3,11.1,69.6,1.909,9.842
694.9,190.9,266.1,91.5,1323.9,20.4,20.6,1.597,9.302
794.4,499.9,140.9,77.6,1073.0,23.8,80.7,0.984,6.811
916.4,55.5,191.8,99.2,761.6,21.0,56.5,1.388,8.143
1491.0,,58.2,130.6,1355.6,33.7,84.9,1.292,6.869
1376.4,,205.4,93.9,1637.7,15.9,20.8,1.215,7.796
1205.9,85.7,119.9,85.9,508.9,28.0,80.3,1.944,6.323
1042.0,67.3,337.0,57.7,786.7,28.4,73.9,1.176,11.919
1706.6,105.6,156.5,186.2,967.0,6.6,66.3,1.42,5.718
1176.6,311.3,95.0,121.5,1859.2,21.6,61.9,0.89,6.018
633.6,352.0,348.0,20.1,644.0,31.5,62.0,1.049,12.181
1069.9,60.3,119.7,52.5,840.8,14.4,78.7,1.36,5.791
624.1,75.7,106.2,149.7,1340.1,10.1,89.6,1.89,4.395
792.8,257.4,124.4,66.5,1404.4,21.2,52.4,1.959,6.387
1553.6,29.6,106.0,93.7,526.2,19.7,59.7,1.714,6.181
1124.1,339.9,277.2,98.5,959.9,38.2,32.7,1.732,10.987
1046.3,115.0,166.2,70.4,798.6,27.3,47.4,0.682,8.56
1107.4,177.2,,123.6,236.6,23.0,31.9,1.857,8.635
970.9,224.3,139.1,84.8,597.6,10.7,20.7,1.923,6.657
156.4,306.8,371.7,104.2,1155.9,4.2,70.6,0.847,10.553
1297.2,24.1,86.8,56.8,685.5,28.9,41.4,1.261,5.88
1269.6,,173.8,10.9,1256.9,21.7,80.9,1.093,7.68
1073.5,26.6,36.7,54.3,1070.2,17.4,54.4,1.619,4.925
724.9,211.8,373.5,62.9,964.6,18.2,76.3,0.728,11.413
1713.1,12.5,88.1,99.3,776.8,23.4,49.7,1.6,6.928
809.9,114.9,415.9,131.7,961.3,12.5,78.3,1.772,10.605
683.2,62.4,552.1,124.8,1314.9,-2.5,79.9,0.68,13.134
1041.4,107.3,291.8,127.1,244.0,12.2,52.7,0.846,8.473
1284.0,139.5,86.0,49.4,491.4,17.0,85.3,0.686,5.58
1199.8,,41.7,71.8,1356.2,8.7,40.7,1.712,2.383
1229.8,198.5,364.1,100.6,221.0,17.7,46.2,0.533,11.347
1476.1,539.0,228.8,195.0,509.8,36.2,53.4,1.841,11.238
1118.3,226.1,184.4,250.5,1085.8,17.4,72.4,1.306,7.662
1538.9,24.8,,69.1,988.9,5.7,47.9,0.824,6.495
1201.5,220.2,45.2,43.7,645.9,19.5,25.9,0.726,4.659
968.9,308.8,153.1,40.7,1198.5,19.7,20.2,0.731,7.525
824.7,244.3,42.4,52.5,381.5,17.6,81.1,0.901,4.912
1557.0,,240.6,159.6,1850.6,6.9,64.8,0.621,7.438
1264.2,357.3,286.4,136.6,1139.5,23.8,31.9,1.697,9.991
870.9,12.4,354.0,3.8,881.6,36.9,83.1,0.91,13.195
827.6,85.6,91.4,13.8,1337.8,28.2,70.6,0.523,6.539
592.4,165.8,340.2,147.3,1245.2,26.9,73.6,1.696,12.195
1680.5,230.7,73.3,203.7,1284.2,6.4,51.5,1.379,3.938
1193.7,212.3,22.7,151.1,821.6,13.7,72.7,0.548,3.799
1589.5,272.2,282.4,56.8,355.5,10.4,62.4,0.838,8.979
1843.8,718.6,268.3,61.0,1277.7,16.9,71.4,0.984,9.334
1751.0,483.9,,115.0,1207.9,24.5,43.7,1.908,8.133
839.7,39.0,52.3,139.8,1200.6,23.9,57.5,1.139,5.402
2163.4,284.7,345.3,125.1,642.2,19.0,22.5,1.536,11.501
1309.7,10.1,233.5,6.4,1242.7,9.5,31.4,1.665,6.878
538.3,54.2,214.6,110.9,750.1,24.9,79.9,1.285,9.435
1103.9,27.8,296.8,121.0,1354.5,22.3,65.9,0.651,9.199
1047.0,,121.3,133.0,858.8,-7.5,78.0,1.902,3.941
1175.6,240.3,369.3,91.8,459.3,20.9,59.3,1.175,11.328
1123.7,,227.6,203.4,564.7,8.0,50.3,0.756,7.02
1253.7,,245.1,116.5,687.1,15.6,77.1,1.652,9.597
723.2,171.3,304.9,41.4,1350.9,9.7,23.3,1.823,8.589
1131.6,238.7,65.9,95.2,881.1,19.3,68.1,1.599,4.723
834.4,,119.9,87.0,757.1,20.6,62.7,1.169,6.075
1083.3,106.0,130.6,15.8,1828.2,21.0,22.5,1.975,7.545
936.9,,85.6,29.6,818.2,19.4,43.5,0.65,5.78
839.4,569.0,227.6,169.5,537.8,19.8,56.3,0.72,8.549
1305.9,324.7,129.3,78.7,1706.7,13.9,22.3,0.913,5.559
1206.6,37.8,313.4,199.3,644.4,19.3,41.6,0.698,9.351
1174.0,72.3,224.7,87.2,498.7,24.0,21.0,1.171,8.588
827.5,95.5,79.8,149.5,1318.1,18.1,39.0,1.394,5.273
1235.8,225.9,220.5,156.1,619.3,18.2,88.4,0.955,8.087
990.0,470.6,30.7,129.6,806.1,10.2,51.8,0.545,3.668
838.2,264.5,4.5,77.6,965.0,22.6,86.5,1.341,4.54
1404.6,42.2,144.5,170.6,796.5,26.7,76.3,1.341,7.07
1330.5,321.2,266.0,57.5,822.1,25.1,38.4,1.806,9.94
200.1,9.0,273.8,118.6,1110.8,16.1,85.6,0.655,8.745
145.9,,278.7,179.7,852.3,26.8,41.0,1.057,10.14
1628.9,38.1,101.3,144.5,600.8,18.6,44.2,0.848,6.639
501.1,63.5,96.5,86.8,840.0,5.5,41.2,0.654,3.788
475.3,211.1,182.7,73.6,1310.9,25.5,51.0,0.952,8.86
943.0,328.0,32.2,160.0,740.6,9.9,25.2,1.707,4.184
1105.8,223.0,438.5,183.2,1239.9,12.5,77.1,0.852,11.216
806.4,215.2,194.5,59.7,974.6,17.8,25.7,1.87,7.284
220.8,285.3,115.2,118.0,747.5,21.3,53.5,1.538,6.183
1062.2,166.9,,139.4,667.3,24.2,24.9,0.643,7.487
1720.8,230.8,252.9,101.4,910.0,4.3,65.8,0.832,7.686
449.7,310.0,231.5,108.9,1411.0,21.7,51.5,0.551,8.477
1659.4,94.9,121.3,145.9,826.9,5.7,20.1,0.673,4.088
888.5,100.5,169.8,68.9,537.7,19.1,50.2,1.582,7.248
1713.7,293.6,279.3,122.5,633.8,17.6,45.5,0.732,9.218
1249.5,153.7,336.0,87.9,1175.3,0.9,84.0,0.939,8.623
781.7,220.0,164.6,106.7,665.2,35.5,61.9,1.526,8.111
1252.0,53.2,278.5,172.2,1415.8,2.0,77.9,1.458,8.06
1524.7,,68.2,157.1,1275.6,19.2,30.1,1.845,4.859
415.6,156.1,65.3,77.1,617.2,15.6,28.8,1.001,4.891
1044.0,164.8,,108.5,865.9,15.9,32.8,1.05,7.737
1414.1,36.9,19.7,170.8,1315.5,3.6,86.1,0.643,2.479
862.8,412.7,110.7,66.4,762.2,22.3,27.0,0.925,7.218
473.7,242.4,577.0,81.0,906.7,36.9,53.8,1.768,15.0
1819.5,472.5,459.5,166.8,1233.1,17.2,25.3,0.708,14.069
277.5,35.2,8.4,99.9,1427.8,20.2,73.1,1.057,3.787
874.2,33.4,143.8,37.4,1129.8,17.4,46.9,1.765,6.391
971.2,169.3,129.3,131.7,951.4,25.4,62.8,0.83,7.456
1837.6,438.2,84.1,111.3,768.6,25.7,25.0,0.736,6.072
110.0,118.8,20.5,147.8,457.0,7.2,50.2,0.51,3.431
993.9,43.7,161.3,126.9,791.8,10.0,29.4,1.877,6.067
744.9,297.1,59.0,136.9,796.7,11.5,42.7,1.805,4.409
742.5,304.8,15.1,74.0,1144.7,18.9,33.2,0.783,4.117
1625.7,511.3,79.8,147.6,840.0,25.8,53.7,1.681,6.614
611.0,67.1,354.2,208.7,909.5,-1.7,82.5,1.96,8.27
497.2,85.9,102.8,58.2,1383.0,21.6,47.8,0.958,6.107
529.4,,99.8,67.1,920.9,30.4,83.3,1.502,7.101
1065.7,18.1,183.0,148.5,709.4,15.3,74.2,0.808,7.627
990.0,239.0,341.3,105.4,486.3,17.4,72.3,1.381,9.849
892.9,292.3,32.4,60.9,742.9,25.9,74.7,0.991,5.696
786.8,177.7,270.9,53.3,567.7,24.1,69.7,1.424,9.947
1568.4,517.4,208.9,247.6,696.4,15.2,34.2,1.502,7.125
212.2,221.1,312.1,25.0,1888.3,21.3,78.7,1.577,10.661
1484.1,33.5,272.0,48.8,805.2,-7.3,46.3,1.855,6.47
440.3,171.4,464.9,129.4,1019.7,21.1,38.8,0.664,14.465
1429.6,190.6,93.1,52.8,1590.5,18.1,78.3,0.913,5.576
1324.1,200.9,47.9,108.6,553.1,30.9,63.2,0.755,6.728
1252.4,,81.5,35.8,1037.5,31.2,37.7,1.154,7.533
963.7,36.7,221.1,90.8,1288.9,16.7,82.1,1.147,7.71
828.4,183.3,353.3,86.3,1018.4,28.8,57.7,1.002,12.101
1075.8,89.1,394.4,64.4,747.3,12.0,21.7,1.981,12.038
1450.3,220.0,90.6,111.6,1090.5,18.1,56.9,1.641,6.583
872.7,182.2,445.6,70.3,589.9,28.3,86.9,0.638,13.371
795.0,256.0,217.1,132.2,831.7,19.8,31.3,1.103,8.909
982.8,17.7,170.9,54.2,340.3,23.3,41.1,1.791,7.851
896.1,210.4,170.7,124.7,1104.8,18.1,36.0,0.75,6.785
934.8,,382.0,134.8,1332.2,12.9,35.4,1.196,10.491
1662.3,,44.0,134.3,1177.6,16.4,25.4,1.66,5.056
691.0,101.5,235.5,162.8,1119.9,13.8,52.7,0.629,8.775
1504.5,,205.6,25.0,892.2,14.1,77.3,1.726,8.274
1369.5,59.5,,38.7,713.4,28.7,36.8,0.666,8.596
423.5,185.1,211.5,22.3,410.5,11.4,69.8,1.195,7.321
714.6,255.4,195.9,121.3,594.4,8.0,60.1,1.935,6.915
979.8,232.5,4.7,51.8,639.7,33.4,34.9,1.264,4.78
976.1,233.3,138.8,78.3,1046.9,17.1,59.9,1.851,6.499
786.8,208.9,172.4,135.9,1309.1,27.7,56.6,1.877,9.026
1405.3,407.3,,142.7,969.7,29.8,35.8,1.144,8.692
1081.0,381.5,152.5,15.9,858.5,19.6,21.2,1.901,7.515
1028.9,,98.5,102.9,1532.1,25.5,48.5,0.634,6.812
1518.4,71.2,96.8,73.7,1080.5,14.3,42.6,1.02,4.673
709.4,91.3,105.9,112.4,413.4,9.3,39.8,1.827,5.399
769.2,479.3,120.8,104.3,873.3,20.4,68.9,1.297,6.771
844.3,514.8,20.2,90.3,744.8,34.3,69.7,1.574,5.974
441.5,39.6,767.4,184.1,286.2,4.4,84.9,0.564,15.0
991.2,198.4,76.3,118.1,1294.4,23.3,21.9,1.498,6.044
1250.0,122.3,241.4,71.6,966.4,14.7,83.7,1.775,7.943
493.5,406.1,131.7,84.0,1532.7,3.8,67.2,1.52,4.667
580.4,18.9,60.8,8.7,1298.2,17.4,66.2,1.93,4.385
1016.4,57.6,267.7,12.7,693.0,14.1,89.4,1.542,8.515
1137.1,528.9,339.4,75.6,1077.0,12.3,25.4,0.974,9.646
900.8,141.7,203.9,116.7,1059.5,17.9,76.2,0.881,7.514
843.0,431.3,201.6,156.7,875.0,17.8,61.5,1.444,7.846
1539.8,157.3,212.4,47.8,260.0,-0.1,31.3,0.644,5.767
767.3,136.8,145.5,126.1,1191.9,32.2,74.0,1.077,9.053
1605.2,238.0,286.6,184.8,297.5,30.1,45.1,1.153,10.194
774.4,131.5,1.8,165.1,423.9,30.8,37.7,1.403,5.109
1207.2,135.4,9.9,133.9,1011.1,18.2,60.4,0.849,4.458
764.7,24.6,345.4,30.5,541.6,19.2,53.4,1.891,10.987
828.2,77.5,86.0,69.2,638.4,27.8,31.0,1.913,6.337
746.3,286.6,139.7,142.0,954.4,32.0,71.2,1.396,8.131
1291.4,89.1,12.8,129.3,1162.7,28.9,41.8,1.508,5.724
1651.9,,151.3,129.8,795.3,18.5,54.4,0.961,6.91
1041.2,113.3,92.4,142.9,1476.6,20.0,40.2,0.885,5.871
581.1,89.7,319.8,81.4,551.8,26.3,50.8,0.904,12.05
1251.1,125.0,440.6,75.9,1335.5,15.1,37.5,1.109,13.501
1590.3,,11.3,305.0,615.1,21.0,53.7,1.894,4.375
1348.6,7.4,52.6,112.2,1559.3,8.6,31.2,0.963,4.362
446.8,432.2,103.8,165.3,1412.6,5.1,39.8,0.932,4.796
756.0,331.8,149.4,97.7,1031.9,14.3,34.9,0.989,6.62
674.2,277.0,310.8,113.9,1205.0,14.7,45.3,0.852,9.935
1023.6,100.7,27.6,82.2,1258.1,14.6,78.1,1.592,4.373
1229.7,318.8,139.3,106.2,802.7,18.1,54.7,1.105,6.036
1446.0,380.8,143.9,29.9,956.7,22.5,49.7,1.202,6.937
1160.4,29.1,112.1,145.8,425.9,17.4,60.1,1.573,5.649
1605.9,148.3,269.1,267.2,461.4,22.0,74.9,1.476,9.453
1739.7,117.8,143.5,109.5,1306.0,18.9,40.8,1.107,6.946
1574.1,109.2,65.9,7.9,913.9,23.2,76.5,0.535,5.895
730.3,430.6,23.1,59.8,1293.2,10.3,37.5,1.839,3.126
1279.0,388.7,161.8,178.0,1148.9,25.8,79.4,0.672,7.496
1220.0,355.6,453.3,34.2,981.2,22.2,78.3,1.764,13.035
1757.7,270.0,258.4,120.7,1396.1,11.5,61.4,1.623,7.558
2255.0,159.9,325.0,159.9,1329.8,19.1,45.0,1.751,9.984
849.9,117.1,174.3,125.2,654.9,11.9,49.0,1.841,6.664
1095.2,239.3,182.2,9.1,431.4,29.1,76.9,0.569,8.445
1059.3,162.5,217.0,73.4,565.1,3.9,25.8,1.157,6.423
1498.9,328.9,189.0,150.0,1366.1,12.8,75.1,0.587,7.787
971.6,343.4,209.1,52.4,1200.6,24.4,29.3,0.976,9.14
1298.9,34.0,343.3,120.4,378.7,22.1,77.1,0.711,11.198
1038.4,,192.7,52.5,860.5,26.7,83.1,1.368,9.528
419.6,,166.2,135.2,1298.7,7.5,55.9,1.424,4.562
1016.6,,422.5,107.0,611.9,10.0,72.7,1.353,10.877
1110.3,210.2,256.0,118.1,907.5,26.4,34.2,0.835,8.734
1136.0,3.6,87.3,64.9,1260.0,25.6,74.0,0.868,6.567
