temperature,pressure,vibration,rotation_speed,tool_wear,material_type,operator_exp,shift,humidity,defect
,218.1,7.87,1520,34,plastic,expert,night,57.7,normal
109.9,255.4,4.16,1457,70,aluminum,expert,morning,20.0,defective
82.8,157.4,5.96,1405,211,steel,junior,morning,76.4,defective
84.3,178.0,4.31,1494,282,steel,expert,morning,36.1,normal
84.9,208.8,1.42,1503,220,plastic,senior,afternoon,74.4,normal
86.6,183.4,0.91,1370,137,composite,senior,morning,33.0,normal
87.5,143.6,4.78,1388,74,aluminum,junior,morning,73.8,normal
73.4,174.4,0.95,1203,160,plastic,senior,afternoon,53.3,normal
57.5,214.7,4.49,1383,234,plastic,senior,night,30.9,normal
82.3,191.6,4.14,1585,245,plastic,senior,afternoon,39.2,defective
104.6,211.0,1.48,1644,204,plastic,senior,morning,69.8,defective
85.7,159.1,0.43,1303,186,steel,junior,afternoon,77.2,normal
83.7,210.1,3.53,1366,137,composite,senior,afternoon,72.6,normal
84.8,137.1,7.93,1623,5,composite,senior,morning,72.3,normal
78.0,223.4,5.5,1415,212,plastic,senior,night,20.3,normal
84.0,241.0,3.5,1454,94,plastic,junior,morning,46.9,normal
85.5,158.2,3.36,1431,48,plastic,junior,afternoon,70.2,normal
85.4,182.8,5.66,1592,254,plastic,senior,morning,22.1,defective
86.1,155.5,5.14,1667,287,aluminum,senior,night,61.6,normal
86.0,202.8,6.3,1507,284,composite,junior,afternoon,50.1,normal
84.4,204.6,8.49,1456,229,aluminum,junior,night,67.4,defective
96.4,159.9,7.17,1478,272,steel,senior,morning,35.6,normal
103.9,182.6,7.13,1589,97,aluminum,expert,morning,72.9,normal
68.1,232.3,4.72,1553,48,aluminum,expert,afternoon,37.8,normal
79.4,216.7,0.44,1475,143,aluminum,senior,morning,77.1,normal
62.8,205.9,0.67,1496,134,steel,senior,night,58.4,normal
90.0,232.9,5.89,1428,227,composite,junior,afternoon,31.8,defective
97.5,254.2,3.8,1433,268,aluminum,senior,night,66.6,defective
86.1,204.1,8.2,1360,211,composite,senior,night,52.1,defective
86.2,209.2,7.85,1615,196,composite,senior,afternoon,44.5,normal
79.2,191.5,5.16,1274,123,steel,junior,night,48.3,normal
86.9,205.1,3.95,1528,234,composite,senior,afternoon,44.0,normal
84.3,178.8,3.09,1497,77,steel,junior,afternoon,62.4,normal
95.8,149.4,8.14,1491,270,aluminum,senior,night,35.5,defective
105.4,224.0,5.25,1439,297,composite,senior,night,50.7,defective
100.6,220.9,3.51,1471,273,plastic,expert,afternoon,65.3,defective
107.7,202.1,4.74,1676,135,plastic,senior,morning,28.6,normal
91.5,203.8,4.45,1507,153,plastic,junior,morning,37.5,normal
88.4,179.1,8.53,1516,74,aluminum,expert,night,32.8,normal
84.8,236.1,5.34,1519,21,composite,senior,morning,54.3,normal
88.7,163.6,5.03,1430,255,composite,expert,morning,44.7,defective
88.4,242.3,2.26,1443,68,composite,junior,afternoon,39.4,normal
98.2,217.5,5.93,1553,128,composite,senior,afternoon,41.5,normal
83.2,208.8,5.09,1416,34,plastic,senior,morning,48.2,normal
74.5,210.5,6.06,1490,183,aluminum,junior,night,45.1,normal
84.7,230.4,5.11,1616,222,aluminum,expert,morning,62.4,normal
75.8,183.1,4.31,1433,125,aluminum,senior,afternoon,61.6,normal
82.9,223.6,5.1,1489,130,composite,junior,morning,21.6,normal
67.8,188.0,3.45,1472,198,composite,junior,morning,62.6,normal
85.4,214.0,5.31,1550,128,steel,senior,night,33.3,normal
76.2,152.8,7.58,1515,297,composite,junior,morning,45.2,defective
92.5,179.8,6.76,1432,57,composite,senior,afternoon,33.3,normal
81.2,252.6,4.42,1447,228,aluminum,senior,afternoon,27.1,defective
65.8,240.0,4.58,1436,221,steel,junior,night,55.0,defective
80.9,249.5,6.17,1428,223,steel,junior,night,77.0,defective
84.2,234.2,5.75,1325,84,composite,senior,morning,42.3,normal
88.3,181.0,5.0,1518,239,aluminum,senior,morning,60.7,normal
90.3,184.7,3.89,1433,259,composite,junior,night,47.2,defective
76.9,229.7,3.22,1548,16,steel,junior,night,30.9,normal
77.4,232.4,3.2,1508,76,steel,senior,afternoon,75.3,normal
84.7,241.6,4.68,1462,10,aluminum,junior,afternoon,47.0,normal
88.0,205.8,5.67,1454,295,aluminum,expert,morning,20.5,normal
89.7,198.1,1.56,1368,140,plastic,senior,morning,47.4,normal
94.5,235.9,6.46,1513,151,composite,senior,night,20.4,normal
68.2,154.2,2.87,1492,99,composite,junior,morning,67.6,normal
,194.9,3.63,1438,289,composite,expert,night,42.1,normal
93.2,192.3,4.49,1302,135,steel,senior,night,56.9,normal
93.5,192.6,5.77,1479,246,aluminum,expert,morning,66.0,defective
82.8,239.8,8.02,1487,209,composite,senior,morning,21.7,defective
87.5,218.6,4.07,1610,45,aluminum,junior,morning,51.1,normal
89.9,203.7,7.16,1504,213,aluminum,expert,afternoon,58.3,normal
83.2,154.2,4.2,1619,198,composite,senior,afternoon,48.3,normal
94.5,166.0,7.66,1437,126,aluminum,senior,afternoon,38.4,normal
73.2,224.2,4.86,1473,12,aluminum,junior,night,47.8,normal
92.2,207.6,2.03,1399,235,steel,junior,night,43.6,defective
,236.8,3.57,1473,257,composite,senior,afternoon,56.7,defective
100.2,178.6,5.02,1583,28,composite,junior,morning,48.1,defective
104.4,201.3,4.58,1586,1,composite,senior,night,27.8,normal
83.1,195.0,2.97,1522,195,steel,junior,morning,25.0,normal
100.4,226.6,2.36,1365,173,aluminum,expert,morning,29.8,defective
88.0,261.8,6.6,1359,99,composite,junior,night,23.9,normal
,183.1,0.38,1475,58,plastic,senior,night,35.2,normal
89.0,138.9,6.01,1432,236,plastic,expert,morning,24.2,defective
71.6,214.6,2.8,1566,202,steel,junior,afternoon,56.2,normal
96.4,212.4,8.79,1547,154,composite,senior,night,46.7,normal
71.1,145.5,0.95,1534,65,aluminum,senior,night,35.3,normal
90.0,170.4,0.79,1443,221,steel,senior,night,20.8,normal
59.9,186.8,4.15,1515,277,aluminum,junior,afternoon,28.8,defective
82.8,234.3,7.03,1533,151,aluminum,junior,afternoon,60.0,normal
84.9,169.1,9.35,1466,202,plastic,junior,morning,35.0,defective
91.4,192.0,6.97,1476,218,composite,senior,night,40.0,normal
,140.9,5.29,1530,142,aluminum,junior,night,24.6,normal
84.2,214.6,3.06,1391,144,aluminum,senior,night,52.9,normal
72.5,162.7,3.47,1442,294,aluminum,senior,afternoon,68.3,defective
,265.2,3.68,1434,200,aluminum,senior,night,41.2,normal
87.4,174.5,4.19,1598,86,steel,senior,night,26.9,normal
86.5,228.5,4.49,1447,3,aluminum,senior,morning,77.2,normal
67.6,216.1,5.4,1503,14,plastic,junior,afternoon,50.7,normal
79.9,174.0,3.83,1565,170,steel,expert,morning,25.4,normal
79.7,233.3,5.32,1424,261,plastic,senior,night,49.8,defective
82.9,139.3,5.76,1588,29,aluminum,expert,morning,22.7,normal
91.0,199.2,2.81,1596,85,composite,senior,night,23.3,normal
77.1,221.2,2.5,1288,224,plastic,senior,night,39.1,defective
95.7,192.8,7.19,1536,55,composite,senior,morning,60.6,normal
92.4,165.7,5.25,1603,196,steel,junior,morning,62.3,normal
64.1,247.4,4.7,1462,244,plastic,junior,night,74.1,defective
80.8,196.2,2.15,1554,66,aluminum,junior,afternoon,26.5,normal
87.1,183.3,6.54,1368,124,aluminum,expert,afternoon,47.8,normal
100.1,166.8,5.0,1342,9,composite,expert,morning,48.6,defective
73.0,202.9,7.99,1458,0,composite,expert,afternoon,47.6,normal
67.8,193.6,5.39,1402,274,plastic,expert,afternoon,70.5,defective
87.2,191.3,4.48,1536,236,composite,expert,night,68.7,normal
74.9,249.5,3.77,1532,94,aluminum,senior,morning,50.5,normal
84.3,249.0,8.16,1676,182,composite,junior,morning,66.7,normal
77.7,207.5,6.98,1580,176,steel,senior,morning,23.6,normal
94.2,220.6,5.44,1440,182,steel,senior,morning,51.9,normal
92.4,155.3,6.88,1505,213,steel,senior,night,25.7,defective
78.9,202.7,5.67,1522,296,composite,senior,night,72.0,normal
100.1,208.0,1.38,1553,182,plastic,junior,afternoon,50.2,normal
85.6,193.5,6.88,1291,206,plastic,junior,morning,21.1,normal
88.3,186.9,6.4,1455,68,composite,senior,night,53.0,normal
78.4,176.3,2.81,1604,170,composite,junior,night,64.3,normal
77.6,201.1,6.17,1539,81,steel,senior,morning,28.1,normal
100.3,234.4,3.33,1504,183,composite,senior,afternoon,37.0,defective
86.2,239.3,4.15,1448,109,plastic,senior,afternoon,46.9,normal
87.3,200.0,5.3,1487,216,steel,junior,night,44.9,normal
79.9,232.0,5.2,1504,115,composite,senior,night,50.2,normal
87.7,172.0,4.84,1409,108,aluminum,expert,morning,21.0,normal
85.2,216.9,1.76,1527,278,plastic,expert,morning,64.3,normal
84.8,196.6,5.09,1507,40,steel,expert,afternoon,38.9,normal
101.5,179.5,8.35,1458,86,steel,expert,night,62.1,defective
86.3,264.7,5.54,1458,92,steel,senior,afternoon,71.3,normal
73.7,185.8,4.64,1375,224,plastic,senior,afternoon,61.2,defective
90.0,189.0,6.38,1611,254,aluminum,senior,afternoon,60.3,defective
81.3,186.2,5.3,1550,273,composite,junior,afternoon,54.7,defective
74.9,210.4,4.16,1529,223,plastic,senior,night,20.1,defective
77.9,240.5,6.83,1554,198,steel,junior,afternoon,74.2,normal
95.9,165.5,5.52,1224,135,composite,junior,night,70.0,normal
74.7,214.3,5.81,1670,113,plastic,senior,night,31.7,normal
75.2,210.4,4.6,1235,272,aluminum,junior,morning,30.8,defective
,151.7,4.8,1589,285,aluminum,senior,afternoon,22.2,defective
81.7,240.5,6.6,1509,65,composite,expert,afternoon,42.8,normal
75.2,208.1,3.99,1394,187,composite,junior,night,79.1,normal
94.2,221.7,9.64,1510,173,plastic,senior,afternoon,25.8,normal
80.8,137.8,3.82,1549,277,aluminum,senior,afternoon,53.9,defective
72.0,243.9,3.78,1450,31,plastic,expert,afternoon,35.9,normal
88.0,261.8,7.07,1620,240,plastic,senior,morning,71.7,defective
93.1,195.5,4.95,1349,135,composite,senior,night,50.4,normal
89.7,178.3,6.2,1394,62,aluminum,senior,night,71.2,normal
91.6,126.5,8.04,1373,28,steel,expert,morning,75.8,normal
91.4,161.1,5.81,1357,208,plastic,junior,night,58.0,defective
82.3,225.1,5.67,1517,39,steel,senior,afternoon,37.0,normal
80.4,199.0,3.9,1660,172,aluminum,junior,afternoon,46.9,normal
78.3,154.5,3.3,1585,1,steel,expert,afternoon,57.9,normal
84.9,245.8,1.92,1469,255,plastic,senior,morning,59.1,defective
68.6,179.9,3.57,1639,239,aluminum,senior,morning,24.0,normal
73.4,155.6,4.05,1603,240,plastic,senior,morning,41.0,defective
98.3,201.3,3.51,1433,30,aluminum,senior,afternoon,51.9,normal
94.0,215.3,4.49,1471,67,plastic,senior,night,40.2,normal
86.5,159.8,4.05,1529,233,steel,senior,morning,54.7,normal
100.3,191.0,6.69,1422,9,plastic,senior,afternoon,30.6,defective
88.8,246.2,2.38,1401,50,steel,junior,afternoon,22.1,normal
85.3,159.4,6.98,1574,197,plastic,expert,afternoon,40.5,normal
71.5,210.5,6.36,1597,171,plastic,senior,afternoon,54.1,normal
82.2,190.5,3.15,1398,25,plastic,senior,night,20.7,normal
94.8,216.1,2.45,1536,202,plastic,expert,afternoon,56.7,defective
90.6,168.6,6.12,1535,120,composite,senior,afternoon,41.3,normal
104.6,207.0,6.12,1390,235,plastic,expert,night,79.6,defective
85.2,171.4,3.42,1532,107,composite,senior,night,67.0,normal
59.4,140.0,2.35,1552,90,aluminum,senior,afternoon,37.5,normal
88.8,157.7,4.2,1556,29,steel,junior,morning,78.3,normal
60.5,193.5,1.42,1471,198,steel,senior,morning,36.7,normal
80.2,207.0,6.09,1529,228,composite,junior,afternoon,26.5,defective
,236.3,3.73,1517,142,aluminum,senior,night,21.6,normal
101.8,210.7,5.4,1507,79,plastic,junior,afternoon,67.0,normal
74.7,246.8,8.58,1587,122,steel,senior,afternoon,39.1,normal
89.0,194.0,4.21,1402,234,composite,senior,night,79.1,normal
100.8,216.6,6.36,1413,83,aluminum,expert,night,57.1,defective
86.0,170.6,4.49,1392,112,aluminum,senior,morning,29.9,normal
78.8,209.4,4.11,1597,103,composite,senior,morning,40.2,normal
103.5,188.8,8.05,1496,147,aluminum,junior,afternoon,50.7,defective
94.9,185.5,3.89,1436,196,steel,junior,night,63.3,normal
85.7,202.1,6.1,1625,202,composite,senior,afternoon,55.5,normal
69.7,157.5,5.63,1474,129,composite,junior,afternoon,35.6,normal
81.4,209.9,5.84,1280,157,aluminum,expert,night,48.6,normal
77.7,221.1,6.25,1433,135,composite,senior,morning,33.0,normal
67.8,178.9,6.03,1507,295,composite,junior,afternoon,41.0,normal
98.5,205.5,3.87,1535,135,aluminum,expert,night,37.1,normal
90.7,237.5,4.14,1430,144,composite,expert,morning,73.9,normal
77.9,222.6,5.55,1455,230,steel,senior,morning,67.3,defective
79.1,196.0,1.29,1448,98,composite,senior,night,51.9,normal
80.4,211.9,5.73,1561,29,aluminum,senior,night,30.5,normal
75.0,244.8,3.85,1631,196,composite,junior,night,55.6,normal
113.5,207.6,7.09,1424,63,steel,senior,afternoon,41.3,normal
77.8,228.4,1.08,1638,35,plastic,senior,afternoon,22.2,normal
81.8,223.9,5.93,1515,78,steel,junior,night,61.4,normal
78.1,202.8,5.54,1481,176,composite,junior,afternoon,35.3,normal
67.1,238.7,5.31,1467,80,steel,senior,afternoon,34.0,normal
72.7,169.6,7.64,1400,204,plastic,junior,night,59.8,normal
95.6,212.8,5.03,1411,23,aluminum,junior,afternoon,72.3,normal
81.7,183.4,5.5,1396,106,aluminum,senior,night,36.9,normal
89.1,226.8,2.56,1386,239,aluminum,junior,afternoon,66.7,normal
89.6,199.5,5.26,1535,131,steel,junior,night,73.1,normal
89.6,228.6,4.49,1705,238,plastic,junior,afternoon,32.7,normal
78.1,223.0,4.46,1420,109,plastic,senior,morning,75.0,normal
101.9,187.4,1.8,1467,76,aluminum,expert,morning,37.0,defective
94.2,216.1,8.46,1594,136,aluminum,expert,night,33.1,normal
89.8,213.7,3.09,1395,281,aluminum,senior,afternoon,41.6,defective
87.5,193.9,4.41,1355,233,composite,expert,night,33.7,normal
71.2,226.0,2.03,1302,164,composite,junior,morning,54.4,normal
93.3,196.7,2.1,1501,106,plastic,senior,morning,48.4,normal
83.7,176.6,2.14,1432,266,aluminum,senior,morning,60.2,normal
76.9,208.6,8.1,1363,122,plastic,junior,morning,63.5,normal
74.8,213.7,1.79,1428,82,steel,junior,morning,24.9,normal
94.8,110.7,3.85,1581,278,composite,expert,afternoon,29.2,defective
71.0,271.9,4.2,1452,174,aluminum,senior,night,67.4,normal
81.0,284.9,3.52,1577,38,steel,junior,night,24.0,normal
86.6,175.0,3.26,1537,109,plastic,senior,afternoon,59.5,normal
83.5,218.5,4.14,1508,291,steel,senior,afternoon,59.8,defective
89.2,168.0,2.52,1491,76,composite,expert,night,64.2,normal
96.7,150.1,6.86,1560,158,steel,senior,morning,33.1,normal
91.2,186.2,8.11,1521,167,aluminum,senior,afternoon,29.1,normal
85.6,158.4,7.5,1512,59,aluminum,expert,afternoon,47.0,normal
,216.0,1.15,1298,234,composite,senior,night,22.6,normal
70.7,226.4,1.01,1461,36,plastic,expert,morning,70.5,normal
84.4,252.8,1.86,1337,250,plastic,senior,afternoon,64.8,normal
81.3,201.4,6.08,1384,60,plastic,senior,afternoon,73.1,normal
90.3,225.9,3.96,1593,145,plastic,senior,morning,24.2,normal
83.6,211.7,9.79,1476,286,steel,senior,afternoon,75.3,defective
95.4,208.6,5.05,1657,78,plastic,senior,night,65.4,normal
80.6,170.0,7.14,1564,164,composite,expert,night,26.8,normal
79.4,192.8,7.17,1423,67,steel,junior,morning,26.3,normal
89.2,189.0,3.0,1450,209,plastic,junior,night,74.0,normal
86.1,217.7,3.32,1556,86,aluminum,senior,afternoon,48.0,normal
88.8,136.8,8.09,1546,61,plastic,senior,night,79.9,normal
83.7,231.6,1.58,1588,78,steel,junior,morning,58.1,normal
85.3,192.0,4.68,1273,235,steel,expert,night,61.3,defective
82.0,180.0,6.39,1334,262,steel,junior,afternoon,48.1,normal
86.3,210.3,5.95,1431,158,composite,junior,afternoon,46.2,normal
97.4,199.3,4.21,1558,254,steel,junior,night,68.1,defective
79.9,204.8,4.12,1571,39,composite,expert,morning,46.9,normal
78.9,239.3,2.48,1208,77,composite,senior,morning,49.9,normal
88.2,146.3,3.16,1404,177,composite,junior,night,43.5,normal
83.1,158.3,8.26,1547,79,steel,senior,morning,31.8,normal
99.1,183.4,5.41,1389,192,composite,senior,afternoon,70.9,normal
92.0,241.9,3.77,1520,24,steel,expert,morning,33.2,normal
93.6,223.7,6.24,1539,135,steel,expert,night,38.1,normal
94.5,196.3,4.08,1443,294,plastic,junior,afternoon,55.6,normal
78.4,218.2,2.81,1501,159,plastic,senior,afternoon,39.6,normal
86.1,225.2,3.83,1480,263,composite,senior,night,41.2,defective
91.8,215.5,2.17,1545,140,plastic,senior,morning,20.2,normal
85.0,232.5,8.19,1471,194,aluminum,senior,morning,68.1,normal
76.0,205.3,6.25,1312,193,steel,senior,afternoon,49.7,normal
94.3,214.7,6.24,1551,3,plastic,senior,afternoon,31.8,normal
83.3,214.9,3.92,1492,278,aluminum,senior,night,62.7,defective
88.0,187.7,4.88,1550,289,aluminum,junior,morning,59.4,normal
90.8,196.0,4.01,1411,93,composite,senior,afternoon,42.6,normal
100.1,215.3,2.17,1469,185,steel,expert,morning,54.7,defective
87.0,170.7,6.8,1445,274,aluminum,junior,night,60.0,defective
64.8,178.3,6.59,1586,136,plastic,senior,afternoon,23.7,normal
86.8,192.2,5.8,1563,22,steel,senior,night,45.1,normal
87.8,201.6,5.05,1646,202,plastic,senior,morning,51.5,defective
68.3,199.4,3.23,1484,12,plastic,expert,morning,63.4,normal
99.7,199.5,5.67,1371,274,aluminum,senior,afternoon,42.9,normal
58.5,204.0,3.05,1392,4,composite,senior,afternoon,30.2,normal
90.8,193.0,3.33,1587,149,steel,junior,night,25.4,normal
69.7,179.5,3.07,1628,260,composite,senior,afternoon,68.6,defective
95.7,201.1,3.69,1364,281,aluminum,expert,morning,48.8,defective
90.6,219.2,3.5,1446,116,composite,senior,afternoon,33.8,normal
99.7,225.8,6.46,1385,79,aluminum,senior,morning,68.3,normal
90.2,140.3,2.97,1696,124,plastic,senior,afternoon,68.7,normal
88.5,170.3,4.97,1535,139,plastic,expert,night,59.1,normal
81.7,228.3,6.21,1408,99,aluminum,junior,night,27.2,normal
67.6,191.6,7.43,1403,91,plastic,senior,morning,38.2,normal
106.8,144.9,5.77,1641,123,aluminum,senior,night,72.9,defective
80.2,236.7,1.19,1560,246,steel,senior,afternoon,27.3,defective
88.4,230.2,4.54,1499,235,plastic,junior,morning,62.0,defective
76.8,164.5,6.43,1453,3,plastic,expert,afternoon,35.4,normal
74.3,164.8,3.03,1456,92,aluminum,expert,morning,22.1,normal
85.6,289.5,7.66,1357,280,aluminum,senior,morning,61.3,defective
89.2,172.5,7.61,1425,226,plastic,senior,morning,35.9,normal
102.6,236.5,6.01,1450,151,steel,senior,night,64.6,normal
95.1,246.3,6.91,1483,183,plastic,senior,night,42.0,normal
87.8,156.4,7.42,1488,274,aluminum,senior,night,33.2,defective
84.4,172.7,5.13,1592,278,steel,senior,morning,74.6,defective
88.4,230.9,6.76,1423,82,steel,junior,night,41.3,normal
,159.1,2.69,1637,95,steel,junior,night,74.9,normal
87.6,167.9,6.45,1484,204,composite,junior,morning,77.7,defective
77.0,194.1,5.79,1532,45,composite,senior,night,44.4,normal
79.5,196.2,9.99,1601,145,aluminum,senior,morning,63.1,normal
84.5,232.7,4.23,1551,188,plastic,junior,night,43.8,normal
88.2,216.9,7.55,1572,70,plastic,senior,morning,59.4,normal
83.8,206.2,6.9,1438,44,composite,expert,morning,66.3,normal
86.9,195.6,4.79,1481,215,steel,junior,morning,58.3,defective
75.9,168.5,1.37,1571,120,composite,senior,night,37.4,normal
73.0,236.5,4.2,1573,16,plastic,senior,morning,38.5,normal
84.5,204.2,4.78,1516,289,aluminum,senior,morning,71.7,normal
68.1,219.7,6.91,1570,98,plastic,senior,afternoon,53.8,normal
93.6,206.6,5.56,1416,49,composite,senior,afternoon,74.1,normal
71.3,203.4,5.07,1565,138,aluminum,junior,morning,45.1,normal
81.1,203.1,6.65,1591,169,steel,senior,morning,35.8,normal
90.0,200.1,6.55,1499,93,steel,senior,night,56.5,normal
94.2,195.8,6.94,1517,212,aluminum,junior,night,73.4,normal
91.4,182.0,3.3,1296,34,steel,expert,morning,50.1,normal
89.9,215.9,6.94,1638,58,plastic,senior,night,36.7,normal
110.7,233.7,7.6,1534,139,plastic,junior,night,33.3,normal
74.5,207.2,10.34,1558,11,plastic,senior,morning,47.0,normal
88.1,248.1,5.99,1533,27,aluminum,expert,night,71.3,normal
91.3,186.2,7.18,1546,220,composite,junior,afternoon,37.1,normal
88.6,264.4,5.92,1538,173,plastic,expert,night,53.2,normal
80.4,213.3,6.27,1647,295,steel,senior,night,30.4,defective
90.4,116.8,7.18,1747,284,plastic,senior,morning,64.6,normal
89.8,257.4,1.76,1609,127,plastic,expert,night,47.5,normal
97.4,171.5,5.59,1625,143,aluminum,senior,afternoon,34.3,normal
89.7,206.3,5.65,1455,255,steel,junior,morning,65.3,defective
66.0,215.3,3.79,1478,219,plastic,senior,afternoon,63.7,defective
92.9,202.1,1.93,1536,192,steel,senior,night,22.0,normal
81.0,196.6,4.07,1554,284,aluminum,senior,morning,46.5,normal
83.1,180.8,5.63,1537,51,composite,junior,morning,55.6,normal
73.6,184.6,4.58,1404,39,aluminum,senior,morning,35.4,normal
86.4,235.7,5.57,1458,5,plastic,junior,afternoon,23.4,normal
104.7,169.5,3.14,1463,282,plastic,junior,morning,37.0,defective
95.7,201.6,5.31,1546,164,steel,junior,night,72.0,normal
73.2,221.3,5.69,1468,262,plastic,expert,morning,40.4,normal
83.0,168.4,2.48,1480,76,aluminum,expert,morning,67.2,normal
95.1,214.0,2.26,1474,175,aluminum,senior,night,62.1,normal
83.2,231.4,6.6,1563,235,aluminum,senior,morning,77.5,defective
64.5,210.6,5.26,1620,141,aluminum,senior,morning,72.3,normal
,233.8,2.96,1420,254,aluminum,junior,afternoon,76.5,normal
98.8,198.8,4.17,1576,176,plastic,expert,night,21.4,normal
100.1,174.6,5.95,1409,195,steel,senior,night,37.8,normal
83.2,195.4,3.16,1565,241,plastic,junior,morning,72.4,defective
82.3,159.1,8.09,1373,235,plastic,senior,afternoon,42.4,defective
62.1,271.3,6.12,1638,106,steel,senior,afternoon,23.2,normal
84.0,199.8,6.66,1473,212,composite,senior,afternoon,75.7,defective
79.3,143.5,5.34,1522,84,plastic,expert,afternoon,47.1,normal
66.1,180.4,6.22,1511,141,steel,junior,afternoon,23.1,normal
75.5,194.0,9.23,1636,74,aluminum,expert,night,37.0,normal
71.9,161.6,4.12,1434,164,aluminum,junior,morning,71.3,normal
85.6,161.3,4.23,1495,77,aluminum,junior,night,67.4,normal
100.5,189.7,9.21,1516,188,aluminum,junior,night,79.8,defective
83.5,216.2,7.6,1597,226,aluminum,junior,night,46.4,normal
87.6,228.5,4.66,1424,282,steel,junior,afternoon,38.2,normal
109.6,233.5,3.43,1286,176,plastic,junior,afternoon,28.0,normal
66.0,182.3,4.17,1385,70,steel,expert,night,37.9,normal
86.9,119.8,9.07,1572,256,composite,junior,night,32.0,defective
96.4,253.4,5.18,1508,268,steel,senior,morning,60.1,defective
88.1,193.5,7.11,1493,293,steel,senior,afternoon,66.0,defective
68.7,186.9,5.48,1415,128,steel,expert,morning,68.2,normal
104.3,237.2,5.64,1507,82,steel,senior,morning,65.1,defective
93.4,190.6,6.19,1551,157,composite,junior,afternoon,49.4,normal
87.7,214.7,4.76,1488,6,aluminum,expert,morning,43.5,normal
71.2,207.4,4.49,1630,147,composite,senior,afternoon,26.0,normal
107.9,162.9,8.16,1584,43,plastic,junior,morning,54.7,defective
90.9,167.4,4.57,1487,12,aluminum,junior,morning,47.2,normal
89.5,193.3,6.05,1569,294,steel,junior,afternoon,34.6,normal
90.9,199.5,7.15,1507,19,plastic,senior,night,68.2,normal
94.6,181.3,6.14,1531,4,steel,senior,night,62.7,normal
86.1,181.1,6.52,1477,111,composite,senior,night,54.1,normal
83.8,197.8,1.74,1518,51,aluminum,expert,night,32.0,normal
62.6,178.9,5.47,1351,71,composite,senior,afternoon,54.2,normal
77.1,226.8,7.58,1420,176,aluminum,senior,morning,32.2,normal
104.8,209.1,9.51,1618,21,steel,junior,afternoon,63.9,defective
76.7,184.2,7.33,1468,84,plastic,junior,afternoon,30.3,normal
82.0,217.7,5.52,1395,30,steel,senior,afternoon,64.4,normal
73.5,239.9,6.18,1666,232,plastic,expert,morning,52.4,normal
90.1,205.3,6.46,1470,257,composite,senior,night,78.6,normal
82.4,156.6,0.93,1554,297,composite,senior,afternoon,48.0,normal
82.1,247.2,2.69,1449,290,composite,junior,afternoon,34.4,defective
77.0,250.1,5.29,1592,108,steel,junior,morning,70.4,normal
89.2,237.2,4.84,1500,34,plastic,senior,morning,54.8,normal
,218.9,4.25,1332,278,steel,senior,afternoon,52.2,defective
68.1,215.2,5.78,1707,22,composite,junior,morning,26.3,normal
82.0,204.3,6.01,1442,234,aluminum,expert,afternoon,42.8,defective
83.4,202.9,1.93,1468,274,steel,senior,afternoon,20.3,normal
,165.1,2.25,1379,78,plastic,senior,afternoon,32.9,normal
96.6,165.8,4.17,1320,71,plastic,senior,morning,51.5,normal
96.7,173.6,6.13,1610,96,composite,junior,night,48.4,normal
87.3,139.7,4.59,1521,231,composite,senior,afternoon,54.0,normal
78.2,162.6,3.92,1306,12,aluminum,senior,afternoon,72.1,normal
96.5,199.8,7.86,1462,198,plastic,senior,afternoon,35.6,normal
82.1,133.0,6.33,1538,126,plastic,senior,afternoon,60.6,normal
,171.4,4.65,1560,263,composite,expert,afternoon,53.1,defective
109.4,193.1,8.61,1411,99,plastic,senior,night,69.2,defective
85.0,177.0,5.2,1449,13,aluminum,senior,afternoon,36.0,normal
86.6,190.0,6.91,1432,178,steel,expert,morning,79.4,normal
78.0,208.6,3.08,1462,8,aluminum,expert,night,59.8,normal
95.2,228.8,2.2,1523,140,aluminum,senior,afternoon,22.4,normal
87.1,177.9,3.39,1581,203,steel,senior,night,20.3,normal
72.4,190.9,6.07,1523,193,plastic,expert,afternoon,72.1,normal
77.9,133.7,4.74,1527,37,steel,senior,night,35.7,normal
104.6,217.8,4.66,1481,20,aluminum,senior,afternoon,34.2,defective
82.5,174.1,5.47,1383,156,steel,junior,morning,53.0,normal
74.0,210.3,5.3,1485,83,aluminum,expert,afternoon,30.2,normal
86.9,190.5,7.46,1457,177,steel,senior,night,37.3,normal
79.7,267.0,3.89,1431,191,aluminum,expert,morning,51.0,normal
83.1,254.9,2.16,1502,264,composite,senior,night,78.9,normal
90.4,218.9,8.27,1344,270,plastic,expert,night,29.2,defective
88.4,212.8,4.07,1454,224,steel,junior,afternoon,22.5,defective
85.3,207.6,7.41,1431,180,steel,expert,morning,62.5,normal
78.9,186.2,5.81,1416,258,steel,expert,afternoon,57.0,normal
67.2,176.8,7.94,1558,21,composite,expert,night,38.8,normal
104.2,171.8,3.76,1512,294,plastic,senior,morning,36.8,defective
103.6,181.0,6.74,1547,264,steel,expert,afternoon,72.1,defective
85.2,212.6,4.44,1543,11,steel,junior,night,39.3,normal
93.3,192.8,3.66,1401,33,composite,junior,morning,55.6,normal
84.7,138.6,8.36,1609,250,steel,expert,afternoon,45.5,defective
77.3,277.0,3.51,1452,155,composite,senior,morning,51.6,normal
85.7,195.1,3.42,1613,294,aluminum,junior,morning,73.3,defective
86.4,264.5,2.76,1462,258,composite,senior,afternoon,46.9,defective
