age,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,subscribed
23,technician,married,secondary,-569,no,no,cellular,10,27,118,1,unknown,no
62,student,married,secondary,-6606,no,no,cellular,82,45,53,15,unknown,no
76,technician,single,secondary,-1194,yes,no,cellular,38,4,22,13,unknown,no
65,technician,single,primary,919,yes,no,unknown,224,33,317,3,unknown,no
58,entrepreneur,divorced,tertiary,1596,yes,no,cellular,72,43,335,14,unknown,no
91,blue-collar,married,tertiary,-2088,yes,no,cellular,91,31,254,19,failure,no
72,housemaid,married,tertiary,-5040,no,no,cellular,448,19,395,18,unknown,no
78,management,divorced,secondary,8088,no,no,cellular,170,11,227,10,failure,no
19,blue-collar,married,secondary,1434,no,no,cellular,312,37,131,4,unknown,yes
19,technician,divorced,secondary,453,no,no,unknown,207,15,11,7,unknown,no
93,technician,single,secondary,2005,yes,no,cellular,579,20,13,15,unknown,yes
27,housemaid,married,tertiary,-1793,yes,no,cellular,152,37,15,1,other,no
93,management,married,secondary,4709,no,no,cellular,51,49,92,14,other,no
56,management,married,secondary,-19,no,yes,cellular,213,8,377,13,unknown,no
19,management,married,tertiary,-758,yes,no,cellular,308,2,395,1,other,no
82,unemployed,married,primary,-364,yes,no,cellular,617,38,270,4,unknown,no
83,unemployed,single,secondary,-604,yes,no,cellular,173,27,-1,1,unknown,no
69,housemaid,married,secondary,-1966,no,no,unknown,310,14,283,1,unknown,no
61,admin,married,secondary,2750,yes,no,cellular,223,24,263,2,failure,no
51,technician,married,tertiary,3177,no,no,unknown,268,35,351,8,unknown,no
90,admin,married,tertiary,-2534,no,no,unknown,163,28,375,16,unknown,no
62,student,single,secondary,603,no,yes,unknown,61,34,88,15,unknown,no
49,housemaid,divorced,secondary,1824,yes,no,unknown,16,17,226,18,unknown,no
22,admin,single,secondary,-107,yes,no,unknown,229,33,75,4,unknown,no
80,housemaid,married,tertiary,3828,yes,no,unknown,318,23,187,3,unknown,yes
86,student,married,secondary,6109,no,no,cellular,265,8,133,4,unknown,no
71,technician,married,tertiary,2844,no,no,cellular,7,33,190,0,unknown,no
55,blue-collar,married,secondary,1426,no,no,cellular,10,19,222,16,unknown,no
26,unemployed,married,tertiary,-881,yes,yes,unknown,19,12,121,17,failure,no
78,management,married,tertiary,-2987,yes,no,cellular,313,4,8,18,unknown,no
38,technician,married,tertiary,-981,no,no,unknown,169,31,307,7,unknown,no
53,blue-collar,married,tertiary,3647,yes,yes,cellular,160,44,309,15,failure,no
18,blue-collar,married,secondary,-1536,no,no,unknown,43,21,211,12,unknown,no
39,housemaid,single,tertiary,5132,no,no,unknown,14,12,78,18,other,no
32,housemaid,married,tertiary,256,no,no,telephone,286,7,309,2,unknown,no
63,entrepreneur,married,tertiary,-2001,no,yes,unknown,317,18,127,14,unknown,no
82,management,divorced,secondary,2085,no,no,unknown,52,39,163,11,failure,no
23,blue-collar,divorced,secondary,-1207,yes,no,cellular,314,11,356,14,unknown,no
57,admin,married,tertiary,4014,yes,no,unknown,67,33,168,8,unknown,no
52,housemaid,married,secondary,-1031,no,no,telephone,300,22,10,8,unknown,no
78,retired,single,tertiary,-4688,yes,no,cellular,12,8,62,13,failure,no
40,retired,single,secondary,-158,no,no,cellular,76,39,38,1,failure,no
37,blue-collar,divorced,primary,-3343,yes,no,unknown,264,31,276,15,unknown,no
45,retired,married,secondary,3763,yes,no,unknown,61,27,116,10,unknown,no
54,housemaid,married,tertiary,4551,yes,no,unknown,7,28,389,16,unknown,no
24,admin,married,tertiary,-325,no,no,cellular,29,23,138,11,unknown,no
66,admin,married,tertiary,6114,yes,no,unknown,587,41,301,1,unknown,yes
41,blue-collar,married,primary,-1113,no,no,cellular,165,27,74,7,unknown,no
30,housemaid,single,secondary,477,no,no,cellular,35,10,306,15,failure,no
24,technician,single,secondary,-1839,yes,no,cellular,187,23,108,2,unknown,no
32,entrepreneur,single,primary,-3631,yes,no,cellular,175,33,135,6,unknown,no
40,management,single,primary,2550,yes,no,cellular,94,26,82,7,unknown,no
86,entrepreneur,divorced,primary,5926,yes,no,cellular,197,13,217,16,unknown,no
77,technician,married,secondary,64,no,yes,cellular,21,31,237,10,unknown,no
27,housemaid,single,tertiary,1431,no,no,cellular,69,27,170,11,unknown,no
68,technician,married,tertiary,-2335,yes,no,cellular,6,13,372,6,other,no
81,technician,married,secondary,-320,yes,yes,unknown,442,48,33,19,unknown,no
88,unemployed,married,secondary,-3203,no,no,cellular,402,47,46,9,unknown,no
73,blue-collar,married,primary,5926,yes,no,cellular,41,34,271,9,unknown,no
49,student,married,secondary,-2190,no,no,unknown,221,47,224,3,success,yes
40,admin,married,secondary,1418,no,yes,unknown,301,7,162,16,unknown,yes
71,housemaid,married,secondary,6187,yes,no,cellular,94,44,265,8,failure,no
90,housemaid,married,secondary,1766,no,no,cellular,305,12,227,14,unknown,yes
87,housemaid,married,tertiary,1111,yes,no,unknown,122,5,342,1,unknown,no
78,student,married,secondary,2386,yes,no,unknown,287,38,310,10,success,yes
37,management,married,secondary,-2430,no,yes,unknown,254,6,124,2,unknown,no
70,management,married,secondary,-4059,no,no,cellular,148,26,303,19,other,no
32,entrepreneur,single,secondary,2124,yes,no,cellular,127,19,259,18,unknown,no
46,management,single,secondary,1789,yes,no,telephone,62,15,274,9,unknown,no
87,management,married,primary,2361,no,no,cellular,95,9,59,8,failure,no
82,technician,married,primary,-6197,yes,no,cellular,89,13,297,7,unknown,no
79,blue-collar,single,secondary,-2624,yes,no,unknown,19,35,269,15,other,no
87,technician,single,secondary,1770,yes,no,cellular,133,47,32,12,unknown,no
33,housemaid,married,secondary,918,yes,no,cellular,156,34,53,1,unknown,no
71,unemployed,married,tertiary,4149,yes,no,cellular,625,34,179,14,unknown,yes
24,technician,married,secondary,2329,no,no,cellular,59,29,365,10,other,no
77,management,divorced,tertiary,5012,yes,no,cellular,91,39,135,3,unknown,no
27,management,married,secondary,4820,no,yes,unknown,144,27,329,2,unknown,no
70,unemployed,married,secondary,3264,yes,no,cellular,345,46,158,3,unknown,yes
25,management,married,secondary,1084,yes,yes,cellular,53,45,34,1,unknown,no
54,unemployed,married,secondary,2403,yes,no,cellular,48,12,216,7,unknown,no
21,retired,single,tertiary,2709,yes,no,cellular,136,39,152,5,unknown,no
40,admin,single,secondary,5031,yes,yes,unknown,24,2,359,9,failure,no
26,technician,divorced,secondary,353,yes,yes,cellular,214,47,366,16,failure,no
55,admin,married,tertiary,2694,no,no,cellular,353,36,365,6,unknown,yes
62,blue-collar,married,secondary,-2771,yes,no,telephone,5,18,2,19,unknown,no
62,retired,single,primary,280,yes,no,unknown,39,6,270,12,unknown,no
35,management,married,tertiary,2112,yes,no,unknown,155,30,351,10,unknown,no
63,blue-collar,married,secondary,2562,no,no,cellular,316,21,20,19,failure,yes
19,retired,married,tertiary,3297,no,no,unknown,121,22,57,4,unknown,no
65,student,single,secondary,-744,yes,no,cellular,276,11,166,9,unknown,no
34,entrepreneur,married,secondary,1587,yes,no,cellular,98,39,269,1,unknown,no
33,technician,single,tertiary,-78,no,no,cellular,88,40,291,8,unknown,no
62,housemaid,married,tertiary,6959,yes,no,unknown,36,42,45,17,failure,no
65,unemployed,married,tertiary,-3109,no,no,unknown,29,7,232,3,success,yes
41,student,single,secondary,7819,no,no,cellular,246,7,137,16,failure,no
82,entrepreneur,single,secondary,3455,no,no,cellular,33,31,151,19,unknown,no
50,management,married,tertiary,-6693,yes,no,unknown,94,6,393,4,unknown,no
21,unemployed,divorced,primary,-76,yes,yes,cellular,141,26,94,5,failure,no
18,unemployed,married,tertiary,2162,yes,no,cellular,55,36,358,1,unknown,no
50,technician,divorced,tertiary,1276,no,yes,cellular,321,9,57,4,unknown,yes
91,technician,divorced,tertiary,-3435,yes,no,unknown,93,36,155,19,unknown,no
79,unemployed,divorced,secondary,-2065,no,no,cellular,85,3,323,11,unknown,no
20,management,married,primary,1782,no,no,cellular,35,44,241,10,unknown,no
62,unemployed,married,tertiary,-2758,no,no,unknown,44,31,18,17,unknown,no
38,retired,married,tertiary,3936,yes,no,cellular,61,30,231,7,unknown,no
81,retired,single,tertiary,621,yes,no,cellular,77,31,399,13,unknown,no
90,retired,married,tertiary,3203,yes,no,cellular,217,43,223,13,unknown,no
74,student,single,secondary,-1895,yes,no,unknown,1008,43,69,3,unknown,no
57,unemployed,single,primary,-2655,no,no,cellular,127,40,329,4,unknown,no
79,entrepreneur,married,tertiary,4531,yes,no,unknown,219,30,236,13,unknown,no
60,retired,single,secondary,1225,yes,no,cellular,50,9,271,13,unknown,no
63,management,married,secondary,-3550,yes,yes,telephone,529,6,257,2,unknown,no
89,housemaid,single,tertiary,-1085,yes,yes,cellular,299,25,199,3,unknown,no
41,technician,divorced,tertiary,2024,yes,yes,telephone,207,30,104,19,failure,no
41,entrepreneur,married,primary,-3021,yes,no,cellular,67,26,166,6,unknown,no
27,blue-collar,married,secondary,-7137,no,no,cellular,15,3,324,9,unknown,no
85,housemaid,single,tertiary,-3112,no,no,cellular,620,22,221,11,unknown,no
74,entrepreneur,single,tertiary,3760,yes,no,telephone,232,42,7,16,failure,no
61,student,divorced,secondary,-3821,yes,no,unknown,26,45,92,13,failure,no
90,housemaid,married,tertiary,4299,no,no,unknown,144,9,2,7,unknown,no
92,unemployed,married,secondary,2250,yes,no,unknown,169,35,332,10,unknown,no
65,management,married,secondary,-832,yes,no,unknown,105,7,282,7,unknown,no
94,entrepreneur,married,tertiary,4888,no,no,cellular,114,37,306,18,failure,no
44,blue-collar,single,secondary,-2646,no,no,unknown,142,48,295,17,unknown,no
47,retired,married,tertiary,-458,no,no,unknown,291,9,242,7,unknown,no
63,retired,single,secondary,1176,no,no,unknown,300,27,261,15,unknown,no
29,admin,married,secondary,29,no,no,cellular,582,28,102,15,unknown,no
77,student,single,secondary,1565,no,no,cellular,33,45,48,9,unknown,no
36,management,married,secondary,3139,yes,no,cellular,21,44,142,18,failure,no
85,student,married,tertiary,-454,yes,no,cellular,169,33,173,6,unknown,no
71,housemaid,married,secondary,5868,yes,no,cellular,219,6,378,10,unknown,no
51,management,married,tertiary,-1410,yes,no,cellular,74,17,71,1,unknown,no
24,student,single,secondary,549,no,yes,cellular,754,23,103,3,failure,no
59,retired,single,primary,2705,no,yes,unknown,331,25,122,10,failure,yes
85,admin,married,tertiary,824,yes,no,cellular,122,19,307,16,unknown,no
70,admin,married,secondary,-2934,no,no,cellular,231,29,159,11,unknown,no
25,blue-collar,married,tertiary,1278,no,no,unknown,108,31,30,9,unknown,no
39,entrepreneur,divorced,tertiary,-1544,yes,no,cellular,40,6,165,11,unknown,no
43,admin,single,tertiary,6562,yes,no,cellular,31,37,310,7,unknown,no
94,blue-collar,married,secondary,5684,yes,yes,unknown,61,34,386,14,failure,no
80,blue-collar,single,secondary,1731,no,no,cellular,406,24,226,17,unknown,yes
63,student,married,tertiary,488,no,yes,cellular,84,10,396,12,unknown,no
61,retired,divorced,primary,4611,yes,no,cellular,426,11,127,13,other,yes
79,unemployed,married,primary,4974,no,no,cellular,288,24,185,8,unknown,no
53,management,divorced,secondary,2812,no,yes,telephone,168,2,238,19,unknown,no
58,entrepreneur,married,secondary,5599,no,no,unknown,409,29,41,7,unknown,yes
44,admin,married,tertiary,2484,no,no,cellular,37,16,168,9,unknown,no
87,admin,married,secondary,1814,yes,no,unknown,14,23,249,18,other,no
58,blue-collar,single,secondary,2239,no,no,cellular,249,35,398,0,unknown,no
22,entrepreneur,divorced,primary,-368,yes,no,unknown,424,43,139,7,unknown,no
74,management,divorced,primary,3737,no,no,cellular,86,22,251,3,unknown,no
93,student,divorced,secondary,715,no,no,cellular,0,35,216,16,unknown,no
46,housemaid,single,tertiary,2296,no,no,cellular,261,6,219,10,unknown,no
29,retired,married,tertiary,501,yes,no,unknown,81,23,146,10,unknown,no
42,retired,married,tertiary,2738,no,no,cellular,158,23,98,14,other,no
51,blue-collar,married,secondary,2104,yes,no,unknown,42,30,291,13,unknown,no
92,retired,married,secondary,4367,yes,yes,cellular,205,37,31,7,unknown,no
41,management,married,primary,-311,no,no,cellular,136,42,194,5,unknown,no
80,retired,divorced,tertiary,-425,yes,no,cellular,5,20,132,7,unknown,no
80,housemaid,married,secondary,3477,yes,no,unknown,1,11,315,17,unknown,no
27,admin,married,tertiary,6469,no,no,cellular,103,24,243,5,unknown,no
22,unemployed,single,tertiary,551,no,no,cellular,32,18,81,17,failure,no
70,entrepreneur,single,tertiary,3242,no,no,unknown,424,27,169,5,unknown,yes
45,admin,married,secondary,-1248,no,no,cellular,19,7,375,5,unknown,no
82,housemaid,married,tertiary,-56,yes,no,cellular,226,48,306,9,unknown,no
62,student,married,tertiary,1541,no,no,unknown,77,21,216,12,unknown,no
83,housemaid,married,secondary,2335,no,yes,unknown,491,15,277,6,unknown,yes
66,housemaid,single,tertiary,2127,no,no,cellular,25,8,215,13,unknown,no
57,unemployed,single,tertiary,686,no,no,cellular,270,28,34,0,unknown,no
83,retired,married,primary,-2958,yes,no,telephone,575,21,21,16,unknown,no
25,unemployed,married,secondary,-2461,no,no,cellular,566,8,385,16,unknown,no
44,blue-collar,divorced,tertiary,5345,no,yes,telephone,53,28,316,4,unknown,no
34,student,divorced,tertiary,188,no,no,cellular,63,34,202,0,unknown,no
85,student,single,secondary,1306,yes,no,cellular,29,47,249,18,other,no
61,technician,divorced,tertiary,1981,no,no,cellular,83,15,124,0,unknown,no
48,unemployed,married,tertiary,8383,yes,no,unknown,206,44,110,19,unknown,no
22,technician,married,secondary,610,no,no,unknown,1,43,390,8,success,yes
77,blue-collar,married,secondary,4431,yes,no,cellular,189,37,210,7,unknown,no
36,entrepreneur,married,secondary,-1529,no,no,cellular,3,27,100,6,unknown,no
59,blue-collar,married,tertiary,-122,no,no,cellular,198,41,338,10,failure,no
40,admin,married,tertiary,2862,yes,no,cellular,330,26,201,2,unknown,yes
94,student,married,tertiary,3288,yes,no,telephone,80,12,238,17,unknown,no
34,technician,single,tertiary,2585,no,yes,cellular,93,34,320,9,unknown,no
75,management,married,primary,1532,no,no,cellular,234,31,329,15,unknown,no
66,unemployed,single,secondary,1183,yes,no,cellular,298,3,291,17,unknown,no
20,housemaid,married,tertiary,5232,no,no,unknown,1430,26,148,1,unknown,yes
94,admin,single,secondary,5919,yes,no,cellular,140,6,169,8,unknown,no
62,housemaid,married,secondary,1105,no,no,cellular,347,20,194,8,unknown,yes
52,management,married,tertiary,1279,no,no,unknown,10,40,242,3,unknown,no
19,technician,married,secondary,581,no,no,unknown,20,17,305,11,unknown,no
64,management,married,secondary,-64,no,no,cellular,367,41,277,16,unknown,no
20,unemployed,married,primary,3729,no,no,unknown,85,1,349,8,other,no
46,retired,divorced,tertiary,905,no,no,unknown,46,13,252,10,unknown,no
91,technician,married,tertiary,2068,no,no,cellular,93,18,35,10,unknown,no
37,entrepreneur,single,secondary,2653,no,no,cellular,134,21,68,16,failure,no
51,entrepreneur,single,tertiary,-8062,yes,no,cellular,70,12,258,17,failure,no
57,unemployed,divorced,tertiary,-481,yes,no,cellular,39,44,192,16,unknown,no
82,retired,single,primary,1678,no,no,telephone,6,12,80,0,unknown,no
80,housemaid,married,primary,3634,yes,no,cellular,262,26,309,6,unknown,no
73,technician,married,primary,6080,no,no,cellular,421,42,179,13,unknown,yes
49,housemaid,married,primary,1470,no,no,cellular,3,40,21,18,failure,no
83,housemaid,married,secondary,-3035,no,no,cellular,77,28,32,14,unknown,no
58,student,divorced,secondary,3075,no,no,unknown,401,44,128,15,failure,yes
46,student,single,tertiary,1085,yes,no,cellular,3,25,131,14,unknown,no
68,technician,married,secondary,7440,yes,yes,unknown,236,21,168,14,unknown,no
29,student,married,tertiary,5115,no,yes,unknown,50,48,133,13,unknown,no
61,technician,married,secondary,-2440,yes,yes,cellular,266,49,27,16,unknown,no
27,technician,married,primary,-547,yes,no,unknown,204,11,364,16,unknown,no
91,student,married,tertiary,5872,yes,no,cellular,510,9,234,6,failure,yes
26,admin,married,secondary,1737,no,no,cellular,65,35,11,4,unknown,no
46,housemaid,married,tertiary,3155,yes,yes,cellular,29,36,105,12,unknown,no
46,entrepreneur,single,tertiary,643,yes,no,unknown,122,49,175,15,other,no
78,unemployed,married,tertiary,6840,no,no,telephone,753,29,185,0,unknown,yes
81,technician,married,primary,1860,yes,no,unknown,7,40,112,14,unknown,no
20,unemployed,single,tertiary,3847,yes,yes,cellular,35,17,300,5,unknown,no
21,management,divorced,primary,-2920,yes,no,cellular,350,37,288,4,unknown,no
72,management,single,tertiary,-2238,yes,no,cellular,208,48,148,15,unknown,no
31,management,single,secondary,7661,no,no,cellular,99,49,374,5,failure,no
94,blue-collar,married,secondary,-2043,no,no,cellular,122,8,104,11,unknown,no
45,student,married,tertiary,3278,yes,no,cellular,53,44,248,10,unknown,no
80,technician,married,secondary,4219,yes,no,cellular,590,47,313,10,unknown,yes
56,management,divorced,tertiary,2289,yes,no,cellular,75,5,90,10,unknown,no
81,technician,married,secondary,4370,no,no,cellular,86,23,49,18,unknown,no
77,retired,married,secondary,-4091,no,no,unknown,113,10,351,0,unknown,no
37,housemaid,single,secondary,5084,no,no,cellular,43,47,-1,9,unknown,no
45,student,married,secondary,-5692,no,no,cellular,39,41,31,5,unknown,no
31,technician,married,secondary,4016,no,yes,unknown,165,47,194,15,failure,no
94,unemployed,married,primary,9544,yes,no,unknown,268,15,96,5,unknown,no
92,management,married,secondary,5228,yes,yes,cellular,251,16,384,4,unknown,no
75,unemployed,married,secondary,1670,no,no,unknown,150,27,23,12,success,yes
56,technician,married,secondary,749,yes,no,unknown,183,32,146,9,unknown,no
75,admin,single,secondary,1375,yes,no,cellular,149,40,95,10,unknown,no
32,technician,married,tertiary,-1816,no,no,cellular,374,45,389,4,unknown,no
90,technician,married,tertiary,873,no,no,cellular,88,46,208,11,unknown,no
20,student,married,tertiary,-2986,no,no,cellular,23,35,11,13,other,no
22,admin,married,secondary,-1183,yes,no,cellular,102,37,161,9,unknown,no
59,retired,married,primary,4134,no,no,cellular,368,24,102,2,unknown,yes
32,blue-collar,married,secondary,3852,yes,no,unknown,415,31,191,19,unknown,yes
20,retired,single,tertiary,2662,no,yes,unknown,160,35,65,13,unknown,no
52,blue-collar,married,secondary,1930,yes,no,unknown,11,16,183,18,unknown,no
24,blue-collar,single,secondary,-3836,yes,no,cellular,230,40,38,18,unknown,no
41,student,single,tertiary,263,yes,no,cellular,190,36,310,14,unknown,no
48,admin,divorced,tertiary,1200,yes,no,unknown,108,12,56,15,success,yes
21,management,single,tertiary,-3350,no,no,telephone,32,16,306,9,unknown,no
20,admin,single,secondary,-2780,yes,no,cellular,167,49,63,5,unknown,no
26,unemployed,single,secondary,4325,yes,no,cellular,118,5,351,5,unknown,no
85,management,married,secondary,2388,yes,no,unknown,11,47,386,0,unknown,no
77,management,single,secondary,-2043,no,no,unknown,91,5,89,9,unknown,no
28,housemaid,single,secondary,5542,yes,no,cellular,502,20,203,16,unknown,yes
53,entrepreneur,married,secondary,4388,yes,no,cellular,95,48,305,1,failure,no
89,technician,married,secondary,1031,yes,no,cellular,100,38,130,1,unknown,no
19,student,married,tertiary,-2382,yes,yes,unknown,146,36,200,14,unknown,no
67,unemployed,married,secondary,6224,no,no,unknown,63,32,389,18,unknown,no
20,retired,married,tertiary,6479,yes,no,cellular,13,40,260,19,failure,no
84,admin,married,tertiary,4932,yes,no,cellular,165,11,200,6,unknown,no
79,management,married,tertiary,4783,yes,no,cellular,123,11,353,8,unknown,no
93,management,divorced,primary,1259,yes,no,cellular,206,43,25,6,failure,no
31,student,married,primary,1742,no,yes,cellular,116,49,312,15,unknown,no
40,admin,single,secondary,5519,no,yes,unknown,51,28,254,3,unknown,no
94,admin,divorced,secondary,2174,yes,no,cellular,87,12,309,7,success,yes
33,retired,married,secondary,-1079,yes,no,cellular,2,46,98,9,unknown,no
35,retired,married,secondary,-1373,no,no,cellular,30,31,67,12,unknown,no
30,unemployed,single,tertiary,4720,yes,yes,cellular,277,40,378,11,unknown,no
73,entrepreneur,married,secondary,7776,no,no,unknown,483,30,359,17,unknown,yes
62,management,married,tertiary,3041,no,no,cellular,81,20,20,2,unknown,no
57,management,single,tertiary,8107,no,no,cellular,472,27,83,8,unknown,yes
48,admin,married,tertiary,-4501,no,no,cellular,181,25,131,7,failure,no
49,retired,married,secondary,-2310,yes,no,unknown,59,34,95,7,failure,no
18,housemaid,married,secondary,-113,yes,no,cellular,164,35,154,0,unknown,no
52,retired,single,secondary,-4564,yes,yes,unknown,297,43,344,19,unknown,no
53,technician,married,primary,767,no,no,cellular,277,5,326,13,unknown,no
83,technician,married,primary,4972,yes,no,cellular,389,40,349,14,unknown,yes
46,entrepreneur,married,tertiary,-4700,no,no,unknown,278,39,342,1,unknown,no
60,unemployed,divorced,tertiary,4199,yes,no,cellular,214,8,28,13,success,yes
46,housemaid,single,secondary,-2272,no,no,cellular,87,19,120,12,failure,no
60,admin,single,tertiary,-1032,yes,no,cellular,35,43,184,15,unknown,no
36,unemployed,single,secondary,1019,yes,no,cellular,21,18,148,8,other,no
81,management,married,secondary,1245,yes,no,unknown,301,16,81,10,unknown,yes
48,technician,married,tertiary,4454,no,no,cellular,262,19,282,1,unknown,no
36,student,single,secondary,835,no,no,unknown,404,15,205,5,unknown,no
46,management,married,tertiary,3503,yes,no,cellular,13,29,39,7,failure,no
90,technician,divorced,tertiary,4615,no,no,cellular,181,15,233,5,unknown,no
24,admin,married,primary,1787,no,no,cellular,229,29,263,7,unknown,no
75,housemaid,married,tertiary,7984,no,no,unknown,95,17,124,13,unknown,no
93,management,married,secondary,-439,yes,no,cellular,136,15,162,17,unknown,no
77,housemaid,single,secondary,-1014,yes,no,cellular,123,40,357,6,unknown,no
68,retired,married,primary,-931,yes,no,cellular,102,11,330,17,unknown,no
67,unemployed,divorced,tertiary,8131,no,no,cellular,61,3,243,15,unknown,no
38,admin,married,tertiary,3950,no,no,cellular,811,13,106,9,unknown,yes
26,blue-collar,single,tertiary,5015,yes,no,unknown,386,38,115,7,unknown,yes
51,admin,single,secondary,3506,yes,yes,cellular,278,9,353,10,unknown,no
51,student,married,secondary,1143,yes,no,cellular,331,20,86,8,unknown,yes
64,blue-collar,married,secondary,1877,no,no,unknown,326,48,196,2,unknown,yes
41,unemployed,married,secondary,-1559,yes,no,telephone,13,26,143,3,unknown,no
45,technician,married,secondary,7688,no,no,cellular,153,12,269,14,failure,no
63,admin,divorced,secondary,1128,yes,no,cellular,114,49,116,12,unknown,no
68,entrepreneur,divorced,secondary,-1185,yes,yes,cellular,39,31,96,10,unknown,no
23,retired,married,secondary,-2974,no,no,cellular,54,2,255,5,unknown,no
80,entrepreneur,married,secondary,6617,yes,no,unknown,27,33,1,13,unknown,no
70,unemployed,married,secondary,4580,no,no,cellular,115,16,173,14,unknown,no
81,blue-collar,single,tertiary,2936,no,yes,cellular,53,5,4,12,unknown,no
69,retired,married,tertiary,-4205,yes,no,unknown,43,17,44,2,success,yes
77,blue-collar,married,tertiary,2618,yes,yes,cellular,143,49,44,15,unknown,no
58,entrepreneur,married,tertiary,638,no,no,cellular,43,40,230,7,unknown,no
28,unemployed,married,primary,-99,yes,yes,cellular,160,32,315,4,unknown,no
21,unemployed,married,secondary,5632,yes,yes,cellular,30,15,142,4,unknown,no
31,blue-collar,married,secondary,-2609,no,no,telephone,220,12,379,18,failure,no
30,technician,married,secondary,-2938,yes,yes,unknown,65,17,41,19,failure,no
32,entrepreneur,married,tertiary,-3581,yes,no,cellular,259,10,385,2,unknown,no
25,blue-collar,married,tertiary,-1317,yes,yes,cellular,286,26,156,11,failure,no
28,technician,married,primary,-2764,no,no,cellular,765,44,92,18,unknown,no
40,entrepreneur,married,primary,4156,yes,no,unknown,3,28,212,1,failure,no
24,technician,married,secondary,-1309,yes,no,cellular,298,28,152,5,success,yes
86,retired,married,primary,2024,yes,no,cellular,118,23,338,11,unknown,no
49,admin,single,tertiary,-509,no,no,cellular,23,20,189,14,unknown,no
61,blue-collar,single,tertiary,4392,no,no,unknown,255,17,379,9,unknown,no
20,blue-collar,married,secondary,3588,yes,no,cellular,12,44,140,5,unknown,no
61,student,single,tertiary,1577,yes,no,cellular,364,8,189,11,unknown,yes
86,retired,married,primary,6246,yes,no,unknown,180,15,383,13,unknown,no
68,blue-collar,married,secondary,-273,yes,yes,unknown,37,41,184,5,unknown,no
78,admin,single,tertiary,360,no,yes,cellular,205,23,288,4,unknown,no
68,management,married,tertiary,1895,yes,no,cellular,32,14,254,3,unknown,no
50,blue-collar,married,tertiary,3331,no,no,cellular,150,40,32,17,unknown,no
37,retired,single,primary,-4331,no,no,cellular,0,46,311,13,unknown,no
47,blue-collar,single,secondary,4884,yes,no,telephone,498,27,395,1,unknown,yes
61,unemployed,single,primary,-419,yes,yes,cellular,11,43,365,19,unknown,no
46,management,married,tertiary,3388,yes,no,cellular,249,13,214,0,unknown,no
38,student,single,tertiary,-901,yes,no,cellular,219,39,250,9,unknown,no
70,housemaid,divorced,tertiary,5457,no,no,cellular,189,43,59,0,unknown,no
28,blue-collar,single,secondary,4525,no,no,cellular,7,25,320,9,unknown,no
27,entrepreneur,married,tertiary,4545,no,yes,cellular,191,26,151,4,unknown,no
52,management,married,tertiary,2754,yes,no,cellular,170,44,68,10,unknown,no
43,admin,married,secondary,856,no,no,cellular,180,11,34,6,unknown,no
61,housemaid,married,secondary,-3695,no,yes,unknown,139,38,172,11,unknown,no
21,housemaid,divorced,secondary,1584,no,no,unknown,72,9,140,6,unknown,no
91,blue-collar,married,secondary,4898,yes,no,unknown,48,43,159,8,unknown,no
74,unemployed,divorced,tertiary,3830,no,no,cellular,109,33,182,4,unknown,no
56,retired,divorced,primary,-805,yes,no,cellular,87,16,361,0,unknown,no
58,unemployed,divorced,secondary,10671,yes,no,unknown,209,49,26,13,unknown,no
84,retired,married,secondary,4608,yes,no,cellular,56,20,87,18,unknown,no
53,blue-collar,married,secondary,-834,yes,no,unknown,282,7,2,2,unknown,no
21,admin,single,secondary,-334,no,yes,cellular,702,33,128,4,unknown,no
91,housemaid,single,secondary,-1696,yes,no,cellular,215,13,318,0,unknown,no
30,admin,married,tertiary,1017,yes,yes,cellular,129,47,379,9,unknown,no
87,technician,single,secondary,6170,yes,no,unknown,33,35,92,19,unknown,no
24,admin,married,tertiary,2778,yes,no,cellular,724,4,172,16,unknown,yes
45,management,married,secondary,6409,yes,no,cellular,57,31,85,1,unknown,no
76,unemployed,married,secondary,6185,no,no,cellular,151,30,196,16,unknown,no
54,admin,married,secondary,5555,no,yes,unknown,105,3,42,18,unknown,no
32,housemaid,married,tertiary,6509,no,no,unknown,40,41,122,6,unknown,no
47,technician,married,secondary,1408,no,no,cellular,273,27,11,19,failure,no
91,technician,married,secondary,1944,no,no,unknown,22,32,202,12,unknown,no
29,admin,married,secondary,-2724,yes,no,cellular,101,47,142,13,unknown,no
47,technician,married,secondary,3201,yes,yes,cellular,42,38,124,11,unknown,no
18,entrepreneur,single,secondary,2143,yes,no,cellular,143,6,293,12,unknown,no
53,student,single,secondary,7437,yes,no,telephone,354,8,317,14,unknown,yes
38,admin,single,secondary,351,yes,no,cellular,398,24,290,3,unknown,no
49,management,married,tertiary,-1673,yes,yes,unknown,136,15,239,0,unknown,no
80,housemaid,married,secondary,-2943,yes,no,unknown,49,25,108,3,unknown,no
30,housemaid,single,secondary,5589,no,no,cellular,87,27,271,11,unknown,no
54,management,single,secondary,1965,yes,no,unknown,210,44,191,5,unknown,no
61,entrepreneur,single,tertiary,518,no,no,unknown,61,13,142,2,unknown,no
38,student,divorced,tertiary,2131,no,no,cellular,29,20,223,5,unknown,no
35,blue-collar,married,secondary,-2390,yes,no,cellular,58,5,63,15,unknown,no
