duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,protocol,intrusion
1.94,65324,2,0,0,0,21,0,1,0,99,388,icmp,normal
12.77,1973,102,0,0,0,6,0,1,1,275,94,icmp,normal
6.91,20991,35953,0,0,0,10,5,1,1,4,116,udp,attack
6.41,333,11281,0,0,0,25,0,1,0,238,209,tcp,normal
17.99,7765,198,0,0,0,22,0,1,1,149,408,tcp,normal
1.49,244,417,0,0,0,15,0,1,0,152,12,tcp,normal
6.75,18080,167479,0,0,0,17,0,1,0,106,459,udp,normal
15.18,1206,128041,0,0,0,18,0,1,0,45,231,tcp,normal
10.8,52006,1687,0,0,0,19,0,1,0,269,480,udp,normal
0.05,55944,4896,0,0,0,25,0,1,0,406,201,udp,normal
15.49,890,1991,0,0,0,22,0,1,0,471,395,tcp,normal
28.94,85740,585,0,0,0,9,0,0,0,49,208,udp,normal
12.2,923,1906,0,0,0,11,0,0,0,48,394,udp,normal
20.87,11598,3868,0,0,0,23,0,1,0,273,399,tcp,normal
4.48,2795,9003,0,0,0,24,1,0,0,404,317,icmp,attack
4.32,1281,2115,0,0,0,13,0,1,3,160,223,tcp,normal
3.87,14813,2054,0,0,0,21,0,1,3,232,403,tcp,normal
13.28,1071,87,0,0,0,22,1,1,0,178,7,tcp,attack
28.48,958,210,0,0,0,7,0,1,0,105,445,tcp,normal
21.66,3015,29,0,0,0,6,0,1,0,126,324,tcp,normal
1.63,18337,2826,0,0,0,12,2,1,1,190,467,udp,attack
9.84,4781,350,0,0,0,12,0,1,0,399,203,tcp,normal
55.11,1454,736,0,0,0,6,0,1,0,426,492,tcp,normal
3.5,1067,1302,0,0,0,28,0,1,0,11,446,icmp,normal
10.07,1963,2004,0,0,0,12,0,1,0,37,99,tcp,normal
23.71,8870,24,0,0,0,8,0,0,1,488,196,tcp,normal
22.98,348,2373,0,0,0,27,0,1,0,196,338,udp,normal
3.88,794,498,0,0,0,25,0,1,0,378,79,udp,normal
0.99,14454,6382,0,0,0,5,0,1,0,294,503,tcp,normal
10.38,570,578,0,0,0,0,0,1,0,81,193,tcp,normal
29.37,942,323,0,0,0,28,0,1,0,445,374,tcp,normal
7.09,2802,10726,0,0,0,18,0,0,0,445,246,tcp,normal
6.12,586,159,0,0,0,20,0,0,1,349,384,tcp,normal
19.95,1188,392,0,0,0,24,0,1,0,230,403,tcp,normal
5.53,3887,172,0,0,0,16,0,0,0,271,354,udp,normal
11.42,12526,430,0,0,0,1,0,1,0,156,249,udp,normal
4.92,646,31716,0,0,0,18,0,1,1,87,479,tcp,normal
4.73,577,97,0,0,0,28,0,1,0,67,187,tcp,normal
2.08,29137,659,0,0,0,10,0,1,0,21,338,tcp,normal
0.93,815,5295,0,0,0,27,0,0,0,285,464,tcp,normal
21.64,666,701,0,0,0,3,0,0,0,189,347,tcp,normal
2.0,54,2399,0,0,0,21,0,0,1,272,465,icmp,normal
0.64,27283,377,0,0,0,22,0,1,0,299,19,tcp,normal
8.73,46629,885,0,0,0,22,0,1,0,152,244,tcp,normal
7.9,2866,656,0,0,0,1,0,1,0,249,151,icmp,normal
8.39,4409,755,0,0,0,2,0,1,0,246,234,tcp,normal
6.31,2986,11468,0,0,0,16,0,1,0,480,171,tcp,normal
1.53,333,326,0,0,0,12,0,1,0,31,324,udp,normal
0.21,10309,2038,0,0,0,16,0,1,0,226,463,tcp,normal
0.48,45876,7479,0,0,0,5,0,1,0,341,7,tcp,normal
28.67,2968,3307,0,0,0,19,0,0,0,13,46,udp,normal
7.59,12425,638,0,0,0,10,0,0,0,281,345,udp,normal
5.1,516,16314,0,0,0,9,0,0,0,115,174,tcp,normal
5.29,431,1514,0,0,0,15,0,1,2,262,473,tcp,normal
10.56,7595,6253,0,0,0,10,0,1,0,214,159,tcp,normal
4.73,63020,381,0,0,0,3,0,0,0,79,78,tcp,normal
15.92,887,3540,0,0,0,24,0,1,0,43,396,tcp,normal
3.01,2072,4210,0,0,0,23,0,0,0,82,121,tcp,normal
4.58,8528,236,0,0,0,18,0,1,0,479,116,tcp,normal
27.33,1222,16567,0,0,0,2,0,1,1,435,278,icmp,normal
3.01,7873,10490,0,0,0,23,0,1,0,75,65,udp,normal
10.83,444,373,0,0,0,14,0,0,0,345,285,tcp,normal
4.53,7119,64,0,0,0,14,0,0,0,425,453,udp,normal
6.37,1874,769,0,0,0,13,0,1,0,89,211,tcp,normal
0.46,122,899,0,0,0,28,0,1,0,210,470,tcp,normal
1.83,378,329,0,0,0,17,0,1,0,163,438,tcp,normal
1.07,5744,428,0,0,0,9,0,1,1,105,230,tcp,normal
18.62,44876,5772,0,0,0,4,0,1,0,44,121,tcp,normal
32.62,216,26933,0,0,0,5,0,0,0,14,365,tcp,normal
0.7,22841,5238,0,0,0,20,0,0,0,493,270,tcp,normal
0.8,6850,13404,0,0,0,11,0,1,0,440,336,tcp,normal
8.03,20320,1107,0,0,0,0,0,1,0,212,6,tcp,normal
7.01,2190,50,0,0,0,20,0,1,0,314,92,icmp,normal
10.51,10518,364,0,0,0,11,0,1,0,427,65,tcp,normal
13.35,120462,258,0,0,0,24,0,1,1,443,454,udp,normal
15.96,4366,7859,0,0,0,10,0,1,0,183,130,udp,normal
1.61,421,16,0,0,0,28,0,0,0,293,60,tcp,normal
0.39,54147,1488,0,0,0,9,0,0,0,162,381,tcp,normal
22.0,8609,806,0,0,0,1,0,0,0,231,413,udp,normal
6.34,4864,2259,0,0,0,14,0,1,0,430,325,icmp,normal
35.49,106846,162,0,0,0,26,0,1,0,432,483,tcp,normal
7.61,49734,11271,0,0,0,18,0,0,0,218,160,icmp,normal
7.13,7780,1563,0,0,0,21,0,1,1,424,79,tcp,normal
9.75,489,115,0,0,0,18,0,0,0,20,59,tcp,normal
1.87,1428,154,0,0,0,11,0,1,2,426,10,tcp,normal
2.93,4365,464,0,0,0,21,0,0,0,507,210,udp,normal
23.62,2821,3193,0,0,0,22,0,0,0,72,31,tcp,normal
2.39,1155,239,0,0,0,18,0,0,0,235,124,tcp,normal
2.65,2022,3680,0,0,0,3,1,1,0,448,402,tcp,attack
7.13,24403,1004,0,0,0,28,0,1,0,151,44,tcp,normal
10.25,4508,21449,0,0,0,28,0,0,0,51,198,tcp,normal
0.01,1163,339,0,0,0,11,0,0,0,355,225,tcp,normal
6.1,11112,980,0,0,0,21,0,1,0,140,59,udp,normal
5.09,9148,6343,0,0,0,0,0,1,0,435,190,tcp,normal
20.07,2772,203,0,0,0,0,0,1,0,128,261,tcp,normal
18.31,324,173,0,0,0,4,0,1,0,259,276,icmp,normal
23.64,2344,107,0,0,0,23,0,1,0,7,26,tcp,normal
18.45,2919,3547,0,0,0,12,0,1,0,165,145,tcp,normal
15.45,17384,60,0,0,0,16,0,1,0,492,42,tcp,normal
19.59,712,1944,0,0,0,16,0,1,1,20,125,icmp,normal
1.92,1714,271,0,0,0,27,0,1,0,250,169,tcp,normal
4.17,64609,274,0,0,0,0,0,1,0,216,506,tcp,normal
11.51,1851,25,0,0,0,25,0,1,0,186,244,tcp,normal
25.66,2814,894,0,0,0,16,0,1,0,345,398,tcp,normal
10.99,114911,246,0,0,0,24,0,0,0,275,82,udp,normal
2.33,498,710,0,0,0,1,0,1,0,27,411,icmp,normal
28.94,41448,727,0,0,0,21,0,0,0,205,351,icmp,normal
14.29,1387,34829,0,0,0,10,0,1,0,342,311,tcp,normal
12.61,4602,175,0,0,0,29,0,1,0,420,143,tcp,normal
14.38,5349,3005,0,0,0,17,0,1,0,444,107,udp,normal
10.76,1871,550,0,0,0,13,0,1,0,245,289,tcp,normal
0.22,453,3521,0,0,0,12,0,0,2,23,208,tcp,normal
2.93,795,757,0,0,0,4,0,0,0,468,459,tcp,normal
31.37,1983,38324,0,0,0,20,0,1,0,256,130,tcp,normal
3.41,624,973,0,0,0,10,0,1,0,414,461,tcp,normal
14.77,2949,1342,0,0,0,26,0,0,0,248,195,tcp,normal
5.52,654,11820,0,0,0,12,0,0,0,509,84,tcp,normal
23.81,494,534,0,0,0,15,0,0,0,126,2,tcp,normal
8.16,125,8636,0,0,0,8,0,0,0,467,128,icmp,normal
9.99,86622,11937,0,0,0,3,0,1,2,219,471,udp,normal
2.74,2448,361,0,0,0,21,0,0,0,295,152,tcp,normal
0.59,774,5488,0,0,0,3,0,1,0,365,411,tcp,normal
14.13,420,160,0,0,0,10,0,1,0,115,150,tcp,normal
0.7,1001,1669,0,0,0,5,0,0,0,66,65,tcp,normal
12.79,71,295,0,0,0,18,0,0,0,360,31,tcp,normal
8.11,896,958,0,0,0,19,0,1,2,290,269,tcp,normal
17.15,12300,4321,0,0,0,8,0,1,0,393,101,icmp,normal
2.3,818,10424,0,0,0,0,0,1,0,213,405,udp,normal
7.8,10255,10,0,0,0,22,0,0,0,340,53,tcp,normal
9.52,18623,191,0,0,0,18,0,1,0,108,492,udp,normal
0.77,10804,16524,0,0,0,8,0,0,0,368,40,tcp,normal
13.43,3191,1096,0,0,0,11,0,1,0,505,283,tcp,normal
4.93,31262,1029,0,0,0,6,0,1,0,72,101,tcp,normal
1.38,28229,7986,0,0,0,10,0,1,0,434,468,tcp,normal
4.89,725,8,0,0,0,1,0,0,0,213,296,tcp,normal
1.03,527,149,0,0,0,10,0,0,0,80,100,tcp,normal
21.89,1234,7941,0,0,0,4,0,0,0,1,301,udp,normal
6.1,1601,38,0,0,0,15,0,0,0,258,438,tcp,normal
1.49,31058,1178,0,0,0,14,0,1,0,453,125,tcp,normal
2.9,14718,17,0,0,0,16,0,1,1,35,468,tcp,normal
12.9,3906,373,0,0,0,16,0,1,0,74,444,tcp,normal
15.42,4198,10457,0,0,0,22,0,1,0,429,113,udp,normal
0.42,336,26,0,0,0,15,0,1,0,10,64,icmp,normal
0.62,26881,578,0,0,0,11,0,1,0,191,292,udp,normal
24.91,4260,6466,0,0,0,22,0,0,0,26,167,udp,normal
4.02,366,195,0,0,0,10,0,1,0,207,257,tcp,normal
2.15,102,2114,0,0,0,7,0,1,0,497,382,tcp,normal
1.31,234,41381,0,0,0,7,0,0,0,359,176,udp,normal
6.46,3454,4692,0,0,0,11,0,1,1,359,106,udp,normal
14.74,18,1673,0,0,0,22,0,0,2,259,122,tcp,normal
7.36,288,27168,0,0,0,18,0,1,0,207,328,tcp,normal
0.21,7794,1469,0,0,0,18,0,1,0,174,497,tcp,normal
6.61,1244,839,0,0,0,17,0,1,0,382,66,tcp,normal
3.73,85,132,0,0,0,0,0,0,0,423,492,tcp,normal
11.48,843,5998,0,0,0,14,0,1,0,357,151,icmp,normal
7.41,2452,65244,0,0,0,15,0,1,0,232,244,tcp,normal
33.62,19509,15,0,0,0,23,0,1,0,208,317,tcp,normal
9.12,7397,203,0,0,0,28,0,1,0,178,115,udp,normal
10.01,6885,926,0,0,0,21,0,1,0,60,437,icmp,normal
7.34,12573,190,0,0,0,20,0,1,1,343,341,udp,normal
3.73,104,5416,0,0,0,16,3,1,0,147,35,icmp,attack
9.96,35918,3776,0,0,0,27,0,0,1,266,193,tcp,normal
4.05,36108,2459,0,0,0,20,0,0,0,260,148,udp,normal
12.64,876,43195,0,0,0,25,0,1,0,97,187,tcp,normal
2.7,7,2095,0,0,0,7,0,1,0,423,102,tcp,normal
4.58,42571,374,0,0,0,23,0,1,0,77,436,tcp,normal
8.76,12,110,0,0,0,9,0,1,0,331,175,tcp,normal
9.9,6353,2849,0,0,0,5,0,1,0,43,49,tcp,normal
11.04,1209,116,0,0,0,1,0,0,0,200,386,tcp,normal
12.05,895,4834,0,0,0,28,0,1,0,477,400,tcp,normal
3.83,1256,421,0,0,0,1,0,1,0,98,280,tcp,normal
22.31,3886,18,0,0,0,17,0,1,0,37,224,tcp,normal
0.3,40,8355,0,0,0,23,0,1,0,469,93,tcp,normal
2.09,2035,3426,0,0,0,11,0,0,0,488,133,tcp,normal
0.73,171,5412,0,0,0,23,0,1,1,115,268,icmp,normal
11.13,1088,49,0,0,0,7,0,1,0,18,323,tcp,normal
3.2,4120,15753,0,0,0,0,0,0,0,285,66,tcp,normal
2.22,17190,45015,0,0,0,12,0,1,0,222,166,tcp,normal
6.55,685,155,0,0,0,24,0,1,1,430,60,tcp,normal
9.65,107005,2401,0,0,0,9,0,0,0,178,351,tcp,normal
9.66,499,501,0,0,0,3,0,0,0,401,70,tcp,normal
8.15,525,481,0,0,0,8,0,1,0,151,221,udp,normal
48.27,23319,1891,0,0,0,6,0,1,0,262,468,tcp,normal
19.68,1816,338,0,0,0,18,0,1,0,475,196,tcp,normal
2.73,4275,777,0,0,0,28,0,1,0,163,349,icmp,normal
14.22,1120,57711,0,0,0,25,0,0,0,377,202,udp,normal
8.42,1411,83,0,0,0,9,0,0,0,293,308,tcp,normal
0.73,5999,2156,0,0,0,2,0,1,0,89,62,tcp,normal
0.51,37885,108492,0,0,0,17,0,1,0,305,256,tcp,normal
16.08,3945,1214,0,0,0,22,0,1,0,131,163,tcp,normal
7.87,7027,4612,0,0,0,7,0,1,0,424,411,tcp,normal
8.47,21232,240,0,0,0,0,0,1,1,188,257,tcp,normal
4.1,1175,190,0,0,0,22,0,1,0,35,297,icmp,normal
26.64,420,75,0,0,0,17,0,1,1,168,409,tcp,normal
12.49,384,1318,0,0,0,6,0,1,0,241,151,tcp,normal
26.28,506,42782,0,0,0,21,0,1,3,187,115,tcp,normal
1.05,369,3921,0,0,0,14,0,1,0,388,434,tcp,normal
8.76,26890,1543,0,0,0,8,0,0,0,169,20,tcp,normal
10.15,68,479,0,0,0,22,0,1,0,55,267,tcp,normal
1.35,9716,409,0,0,0,8,0,0,0,507,105,tcp,normal
4.25,257,206,0,0,0,4,3,0,2,133,89,tcp,attack
2.42,107205,262,0,0,0,12,5,1,2,65,327,icmp,attack
41.64,6667,3026,0,0,0,21,0,1,0,415,388,tcp,normal
7.84,516,141905,0,0,0,12,0,1,0,60,185,tcp,normal
3.79,1008,6171,0,0,0,21,0,1,0,171,390,tcp,normal
10.92,2520,392,0,0,0,28,0,1,2,9,397,tcp,normal
10.77,10628,237,0,0,0,2,0,1,1,347,496,udp,normal
4.27,5836,206,0,0,0,18,0,1,0,358,482,tcp,normal
51.03,2901,106818,0,0,0,11,0,1,0,442,117,udp,normal
16.55,725,6807,0,0,0,16,0,0,2,400,507,tcp,normal
5.11,1669,2498,0,0,0,3,0,0,0,454,404,tcp,normal
10.79,43644,10851,0,0,0,18,0,1,1,505,114,tcp,normal
12.4,210244,4500,0,2,0,6,0,1,0,344,62,tcp,normal
1.91,27045,14,0,0,0,5,0,1,0,89,127,icmp,normal
21.05,440,137,0,0,0,13,0,1,0,290,34,tcp,normal
17.49,52332,11086,0,0,0,27,0,1,0,111,461,udp,normal
14.09,1538,85058,0,0,0,24,0,1,0,35,118,tcp,normal
2.52,3000,16020,0,0,0,12,0,1,0,117,6,tcp,normal
1.46,238,1009,0,0,0,25,0,1,0,469,73,tcp,normal
1.99,3741,3129,0,1,0,18,0,1,0,480,94,tcp,normal
0.98,620,165,0,0,0,5,0,1,1,205,446,tcp,normal
28.18,46683,2637,0,0,0,24,0,0,0,166,283,tcp,normal
19.07,483317,1858,0,3,0,9,0,1,0,306,137,udp,normal
0.95,2971,1123,0,1,0,2,0,0,0,504,74,tcp,normal
11.33,7741,4285,0,0,0,8,0,0,0,94,38,tcp,normal
2.82,1610,1531,0,0,0,2,0,0,1,396,385,udp,normal
0.17,3789,3,0,0,0,16,0,1,0,97,387,tcp,normal
3.46,913,330,0,0,0,26,0,1,0,414,34,tcp,normal
5.8,5556,285,0,0,0,18,0,0,0,172,55,tcp,normal
0.2,6658,817,0,0,0,13,0,1,0,215,369,tcp,normal
3.91,5418,2053,0,0,0,4,0,0,0,502,164,tcp,normal
12.05,13270,2564,0,0,0,7,0,0,0,217,289,tcp,normal
2.59,1438,720,0,0,0,14,0,1,1,94,300,tcp,normal
6.63,646730,872,0,0,0,16,0,1,0,224,48,tcp,normal
21.86,808,9,0,0,0,3,0,0,0,222,173,icmp,normal
0.29,791,9271,0,0,0,9,0,1,0,375,451,tcp,normal
15.4,19,1556,0,0,0,15,0,1,0,380,180,tcp,normal
4.84,13598,781,0,0,0,7,0,1,0,220,415,tcp,normal
7.79,9,602,0,0,0,10,0,1,0,376,6,tcp,normal
2.62,1505,56,0,0,0,28,0,1,0,2,16,icmp,normal
8.65,662,56869,0,0,0,21,0,1,1,458,171,udp,normal
13.12,167,300,0,0,0,19,0,1,0,356,333,icmp,normal
2.25,3388,45,0,0,0,18,0,0,0,265,225,tcp,normal
4.2,102169,769,0,0,0,0,0,0,0,71,193,tcp,normal
8.38,12834,1173,0,0,0,9,0,1,0,251,302,tcp,normal
5.39,648,10441,0,0,0,11,0,1,0,268,444,tcp,normal
3.47,159577,821,0,0,0,23,0,0,0,418,509,icmp,normal
6.01,688,656,0,0,0,1,0,1,0,335,182,tcp,normal
3.44,26560,237,0,0,0,6,0,1,0,177,393,tcp,normal
3.59,92,54,0,0,0,18,0,1,0,179,214,tcp,normal
9.43,1873,77,0,0,0,20,0,1,0,396,178,tcp,normal
6.48,276,3313,0,1,0,29,0,1,2,368,367,tcp,attack
11.3,190028,2732,0,0,0,5,0,1,0,126,125,tcp,normal
18.17,746,7562,0,0,0,11,0,1,0,6,98,udp,normal
28.64,386,779,0,2,0,2,0,1,0,26,162,icmp,normal
1.64,7557,22544,0,0,0,15,0,0,0,453,437,udp,normal
9.84,1809,172,0,0,0,15,0,1,2,49,449,udp,normal
8.73,218361,457,0,0,0,21,0,1,0,435,37,udp,normal
20.17,5527,888,0,0,0,10,0,1,0,330,248,udp,normal
22.62,3397,871,0,0,0,6,0,1,0,85,489,udp,normal
14.29,12592,211,0,0,0,13,0,0,0,220,279,tcp,normal
9.05,1912,150,0,0,0,9,0,1,0,425,123,tcp,normal
2.22,4797,9,0,0,0,12,0,1,0,267,146,tcp,normal
3.24,558,25229,0,0,0,15,0,1,0,106,396,tcp,normal
9.23,859,1133,0,0,0,27,0,0,0,303,110,tcp,normal
1.5,479,532,0,0,0,6,0,1,0,398,133,tcp,normal
2.03,6506,224,0,0,0,17,0,1,0,272,276,tcp,normal
24.24,788,1317,0,0,0,14,0,1,0,300,507,tcp,normal
31.31,14178,797,0,0,0,17,1,1,0,314,339,tcp,attack
0.05,527,34940,0,0,0,14,0,1,0,111,183,tcp,normal
19.84,430,414,0,0,0,10,0,0,0,21,194,udp,normal
27.81,4803,585,0,0,0,10,0,1,0,142,260,icmp,normal
7.46,3932,5054,0,0,0,18,0,0,1,204,27,tcp,normal
5.96,16545,4130,0,0,0,6,0,0,0,26,456,tcp,normal
25.11,280,98,0,0,0,16,0,1,2,241,162,tcp,normal
0.08,137,3177,0,0,0,7,0,1,0,457,117,tcp,normal
18.36,33937,12355,0,0,0,19,0,1,0,131,358,icmp,normal
3.52,198,19704,0,0,0,27,0,1,0,472,199,tcp,normal
10.25,15670,93,0,0,0,5,0,0,0,305,285,icmp,normal
3.9,27,1027,0,0,0,13,0,0,0,297,40,tcp,normal
7.4,9283,124,0,0,0,4,0,1,0,19,492,tcp,normal
16.52,2914,6115,0,0,0,0,0,1,0,375,466,icmp,normal
2.0,6697,1493,0,0,0,20,0,0,0,140,55,tcp,normal
10.9,13832,12133,0,0,0,20,0,1,0,55,362,tcp,normal
22.86,19822,3195,0,0,0,22,0,0,0,358,442,udp,normal
23.13,7555,177,0,0,0,24,0,1,0,2,169,tcp,normal
22.45,15834,1291,0,0,0,8,0,1,0,284,267,udp,normal
7.31,28170,245,0,0,0,0,0,0,0,170,456,tcp,normal
14.6,38125,128,0,0,0,4,0,1,0,449,450,udp,normal
5.92,8409,393,0,0,0,19,0,1,0,285,201,udp,normal
6.16,448,1610,0,0,0,22,0,1,0,259,231,icmp,normal
3.34,1803,158,0,0,0,4,0,1,0,87,41,tcp,normal
3.36,2444,1401,0,0,0,1,0,0,0,136,134,tcp,normal
0.39,765,73,0,0,0,15,0,0,0,334,64,udp,normal
7.58,301,24,0,0,0,13,0,0,0,156,413,tcp,normal
3.69,18966,38934,0,0,0,26,0,0,0,426,14,tcp,normal
2.08,5434,485,0,0,0,3,0,0,1,469,232,tcp,normal
1.3,782,731,0,0,0,25,0,0,0,378,79,icmp,normal
4.26,3214,527,0,0,0,14,0,0,1,387,179,tcp,normal
22.93,5440,3039,0,0,0,19,0,1,0,60,303,icmp,normal
7.27,296,1516,1,0,0,25,0,0,0,366,247,tcp,normal
8.14,603,6518,0,0,0,18,0,1,0,307,432,tcp,normal
0.56,1590,1923,0,0,0,10,0,1,0,206,303,tcp,normal
7.34,2186,1048,0,0,0,27,0,0,0,124,389,udp,normal
11.01,122,8279,0,0,0,4,0,0,0,147,331,icmp,normal
1.63,13251,520,0,0,0,7,0,1,1,260,357,tcp,normal
41.08,3172,984,0,0,0,15,0,0,0,343,343,tcp,normal
24.66,1814,662,0,0,0,1,0,0,0,135,113,tcp,normal
49.77,713,16937,0,0,0,14,0,0,0,41,402,tcp,normal
4.47,392,2140,0,0,0,13,0,1,0,400,74,tcp,normal
17.28,3076,1251,0,0,0,26,0,1,0,380,379,tcp,normal
3.99,4085,14,0,0,0,1,0,0,0,321,250,udp,normal
13.83,153150,2242,0,0,0,24,1,1,0,181,47,tcp,attack
29.53,183300,4464,0,0,0,28,0,0,0,183,85,tcp,normal
1.68,1024,6854,0,0,0,4,0,0,0,20,198,tcp,normal
1.51,438,732,0,0,0,27,0,0,0,346,368,tcp,normal
1.1,236,4032,0,0,0,1,0,0,0,116,509,tcp,normal
16.01,3552,2730,0,0,0,1,0,1,0,388,332,tcp,normal
10.99,245,18,0,0,0,2,0,1,1,37,486,tcp,normal
7.39,188,10341,0,0,0,8,0,1,0,384,390,tcp,normal
14.87,686,791,0,0,0,21,0,1,0,338,396,udp,normal
18.97,880,1760,0,0,0,29,0,0,0,209,103,udp,normal
29.86,678,315,0,0,0,16,0,1,2,278,258,tcp,normal
2.25,117,4437,0,0,0,15,0,1,0,300,219,tcp,normal
5.83,2485,2264,0,0,0,25,0,1,1,364,249,tcp,normal
25.64,2397,38,0,0,0,18,0,1,0,98,461,tcp,normal
6.19,43279,278,0,0,0,4,0,1,0,383,76,udp,normal
6.69,248,18673,0,0,0,3,0,0,0,61,131,tcp,normal
28.55,8544,5405,0,0,0,4,1,1,0,359,153,tcp,attack
13.27,105849,566,0,0,0,0,0,0,0,127,24,tcp,normal
8.03,161,581,0,0,0,16,0,1,0,234,63,tcp,normal
4.42,336,186,0,0,0,17,0,1,0,328,430,udp,normal
24.69,240,207,0,0,0,24,0,1,0,46,161,tcp,normal
0.09,7288,1639,0,0,0,18,0,1,0,282,455,icmp,normal
3.87,6735,29185,0,0,0,7,0,1,0,387,267,tcp,normal
29.2,20058,584,0,0,0,15,0,0,0,345,6,udp,normal
6.9,3492,1166,0,0,0,12,0,1,0,183,480,tcp,normal
9.78,109292,255,0,0,0,25,0,0,0,165,345,udp,normal
7.61,8804,907,0,0,0,18,0,0,0,47,116,tcp,normal
5.06,36944,2174,0,0,0,2,0,1,0,48,50,tcp,normal
10.94,4064,48760,0,0,0,14,0,1,0,420,197,udp,normal
14.54,1378,11470,0,0,0,11,0,1,0,15,108,tcp,normal
4.53,2093,11465,0,0,0,14,0,1,0,391,76,tcp,normal
8.93,46370,442,0,0,0,8,0,0,0,159,85,tcp,normal
0.86,14601,176,0,0,0,8,0,1,0,445,114,tcp,normal
7.93,12925,1097,0,0,0,26,0,0,1,174,239,tcp,normal
13.77,21691,325,0,0,0,13,0,1,0,15,192,tcp,normal
8.8,5055,453,0,0,0,1,0,0,0,246,354,tcp,normal
21.07,831714,1904,0,0,0,23,0,1,0,397,456,tcp,normal
3.37,1903,3953,0,0,0,15,0,1,2,150,318,tcp,normal
6.77,3706,12198,0,0,0,29,0,0,0,434,79,udp,normal
0.92,1215,3066,0,0,0,26,1,1,0,180,185,tcp,attack
12.04,8084,1476,0,0,0,10,0,1,0,440,273,tcp,normal
5.85,88,215,0,0,0,24,0,1,0,172,326,tcp,normal
7.56,8,12353,0,0,0,28,1,1,0,343,278,tcp,attack
1.37,817,5221,0,0,0,22,0,1,0,451,279,udp,normal
59.34,9580,468,0,0,0,23,0,0,0,276,230,tcp,normal
14.78,23229,5997,0,0,0,16,0,1,0,83,46,udp,normal
5.12,239,1371,0,0,0,27,0,0,0,302,49,udp,normal
8.44,106,10595,0,0,0,11,0,1,1,304,198,udp,normal
9.64,702,681,0,0,0,1,0,1,2,158,404,udp,normal
32.38,678,732,0,0,0,28,0,1,0,255,481,tcp,normal
14.63,4604,45,0,0,0,7,0,1,0,298,410,udp,normal
4.3,3829,437,0,0,0,15,0,0,0,224,112,udp,normal
38.03,56036,30628,0,0,0,2,1,1,0,41,447,tcp,attack
3.59,1302,228300,0,0,0,22,0,1,0,103,230,tcp,normal
8.6,208,2677,0,0,0,6,0,1,0,30,126,tcp,normal
12.06,5488,409,0,0,0,23,0,0,0,125,275,tcp,normal
3.16,432,633,0,0,0,23,0,0,0,24,260,tcp,normal
31.32,445,997,0,0,0,7,0,1,0,101,72,icmp,normal
2.43,89027,566,0,0,0,29,0,1,0,396,312,udp,normal
5.83,19170,5331,0,0,0,20,0,1,0,300,220,tcp,normal
1.98,1270,70,0,0,0,16,0,1,0,309,291,tcp,normal
20.79,114039,1168,0,0,0,24,0,1,0,145,348,tcp,normal
2.51,15674,42802,0,0,0,26,0,0,0,201,427,tcp,normal
0.35,6480,8865,0,0,0,29,0,1,0,79,468,udp,normal
0.4,768,65699,0,0,0,10,0,1,0,409,371,udp,normal
5.34,48,845,0,0,0,11,0,1,0,12,504,tcp,normal
7.4,538,305,0,0,0,24,0,0,0,334,307,udp,normal
0.43,1115,2072,0,0,0,21,0,1,0,84,154,tcp,normal
0.97,272,238,0,0,0,24,0,1,1,46,304,tcp,normal
1.03,3818,392,0,0,0,6,0,1,1,49,160,tcp,normal
11.04,50,721,0,0,0,19,0,1,0,301,371,tcp,normal
3.56,42653,12772,0,0,0,9,0,0,0,371,350,tcp,normal
8.27,1194,7199,0,0,0,29,0,1,1,421,150,tcp,normal
0.77,13075,3069,0,0,0,9,0,1,0,246,51,tcp,normal
22.27,12768,1352,0,0,0,3,0,1,0,27,117,tcp,normal
3.63,252,37542,0,0,0,16,0,1,1,286,416,udp,normal
15.06,91,2651,0,0,0,8,0,1,1,409,212,tcp,normal
17.53,828,175,0,0,0,21,0,1,0,488,14,icmp,normal
44.15,6316,1555,0,0,0,14,0,0,0,92,460,udp,normal
13.51,3917,167,0,0,0,22,0,1,0,504,1,udp,normal
5.85,30680,389,0,0,0,1,0,0,0,337,363,tcp,normal
1.66,6533,17462,0,0,0,10,0,0,0,26,171,tcp,normal
0.49,7566,2040,0,0,0,2,0,0,0,455,23,tcp,normal
21.74,591,1382,0,0,0,19,0,1,0,47,284,udp,normal
5.92,1790,1876,0,0,0,18,0,1,0,295,150,udp,normal
13.86,1888,948,0,0,0,9,0,1,0,84,177,tcp,normal
6.86,10258,16,0,0,0,28,0,1,0,491,394,tcp,normal
21.17,13441,4847,0,0,0,27,0,1,0,392,123,tcp,normal
13.85,1872,4222,0,0,0,8,0,1,0,119,445,udp,normal
0.89,1999,1583,0,0,0,7,0,1,0,412,164,tcp,normal
13.95,6020,277,0,0,0,15,0,1,0,143,345,tcp,normal
3.1,142280,38779,0,0,0,12,0,1,0,465,288,tcp,normal
14.83,91,423,0,0,0,1,0,1,0,347,407,tcp,normal
29.66,469,224,0,0,0,14,0,1,0,154,211,tcp,normal
26.61,509,1348,0,0,0,24,1,0,0,309,247,udp,attack
1.34,214,4537,0,0,0,10,0,1,0,234,430,tcp,normal
0.56,607,2978,0,0,0,23,0,1,0,143,145,udp,normal
15.01,6334,3460,0,0,0,3,0,1,0,439,181,udp,normal
