word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_free,word_freq_money,capital_run_longest,capital_run_total,is_spam
0.089,0.07,0.182,0.04,0.046,0.025,0.003,0.609,0.115,2,15,spam
0.094,0.023,0.011,0.104,0.007,0.005,0.059,0.178,0.011,1,312,ham
0.017,0.007,0.016,0.065,0.523,0.01,0.076,0.002,0.198,1,409,spam
0.158,0.019,0.004,0.014,0.552,0.039,0.025,0.069,0.07,3,35,ham
0.154,0.416,0.093,0.11,0.412,0.07,0.01,0.08,0.076,3,5,ham
0.027,0.063,0.274,0.043,0.099,0.5,0.001,0.159,0.088,10,29,ham
0.034,0.202,0.038,0.047,0.306,0.057,0.051,0.471,0.15,2,78,spam
0.278,0.189,0.186,0.009,0.114,0.074,0.016,0.364,0.065,5,516,spam
0.175,0.072,0.068,0.098,0.18,0.119,0.031,0.053,0.056,8,0,spam
0.12,0.123,0.319,0.134,0.145,0.02,0.024,0.147,0.034,2,326,ham
0.009,0.021,0.32,0.075,0.735,0.27,0.01,0.215,0.014,2,386,spam
0.054,0.117,0.299,0.141,0.08,0.075,0.036,0.877,0.021,6,333,spam
0.082,0.032,0.149,0.018,0.259,0.032,0.031,0.006,0.0,6,17,ham
0.021,0.178,0.067,0.099,0.134,0.274,0.049,0.125,0.204,16,227,spam
0.059,0.009,0.332,0.034,0.326,0.098,0.015,0.886,0.145,9,615,spam
0.092,0.148,0.041,0.009,0.249,0.066,0.012,0.756,0.025,9,26,spam
0.04,0.011,0.068,0.055,0.773,0.087,0.084,0.08,0.0,6,6,spam
0.152,0.213,0.041,0.058,0.032,0.138,0.061,0.0,0.068,1,414,ham
0.184,0.036,0.224,0.017,0.075,0.017,0.074,0.177,0.053,8,207,ham
0.039,0.106,0.232,0.001,0.436,0.2,0.007,0.403,0.15,14,208,spam
0.182,0.067,0.211,0.011,0.138,0.321,0.013,0.078,0.052,2,667,ham
0.011,0.046,0.107,0.026,0.054,0.084,0.043,0.544,0.2,2,294,spam
0.182,0.104,0.021,0.009,0.21,0.115,0.097,0.081,0.01,4,101,spam
0.017,0.295,0.484,0.011,0.317,0.196,0.111,0.188,0.046,16,114,spam
0.009,0.004,0.142,0.025,0.014,0.047,0.089,0.256,0.272,0,31,spam
0.103,0.251,0.105,0.163,0.103,0.494,0.002,0.085,0.001,6,72,ham
0.064,0.094,0.178,0.072,0.497,0.114,0.086,0.087,0.05,8,118,spam
0.238,0.165,0.043,0.019,0.22,0.055,0.115,0.127,0.03,8,61,spam
0.045,0.048,0.028,0.151,0.011,0.113,0.003,0.361,0.076,4,495,spam
0.034,0.064,0.104,0.052,0.099,0.074,0.027,0.021,0.033,13,2,ham
0.069,0.203,0.052,0.03,0.306,0.012,0.038,0.2,0.204,1,177,spam
0.061,0.054,0.056,0.032,0.067,0.159,0.013,0.226,0.277,1,295,spam
0.042,0.076,0.446,0.026,0.527,0.083,0.036,0.163,0.189,2,263,spam
0.118,0.002,0.151,0.013,0.339,0.159,0.109,0.549,0.051,0,206,spam
0.143,0.017,0.132,0.024,0.191,0.017,0.101,0.184,0.46,2,106,spam
0.192,0.103,0.234,0.038,0.742,0.077,0.141,0.201,0.133,1,501,spam
0.361,0.126,0.605,0.038,0.149,0.146,0.033,0.183,0.044,6,80,ham
0.031,0.087,0.024,0.072,0.08,0.445,0.026,0.256,0.01,3,277,ham
0.126,0.015,0.359,0.022,0.325,0.216,0.055,0.029,0.11,6,523,ham
0.05,0.059,0.175,0.063,0.255,0.2,0.027,0.449,0.13,2,27,spam
0.113,0.044,0.032,0.043,0.123,0.028,0.002,0.009,0.013,1,588,ham
0.065,0.068,0.071,0.163,0.126,0.182,0.064,0.205,0.08,1,299,spam
0.508,0.204,0.132,0.024,0.152,0.019,0.016,0.191,0.435,1,192,spam
0.131,0.15,0.235,0.116,0.103,0.022,0.003,0.047,0.039,1,93,ham
0.305,0.009,0.056,0.086,0.372,0.012,0.001,0.008,0.036,1,469,ham
0.18,0.221,0.153,0.051,0.316,0.195,0.134,0.03,0.234,4,9,spam
0.233,0.064,0.231,0.053,0.174,0.011,0.015,0.063,0.012,1,113,ham
0.168,0.136,0.119,0.004,0.152,0.015,0.03,0.428,0.271,2,283,spam
0.061,0.015,0.398,0.15,0.136,0.028,0.15,0.387,0.151,0,333,spam
0.029,0.111,0.407,0.006,0.1,0.085,0.032,0.013,0.05,11,45,ham
0.046,0.027,0.127,0.041,0.027,0.212,0.004,0.068,0.009,1,10,ham
0.002,0.058,0.722,0.02,0.094,0.054,0.04,0.44,0.002,2,325,spam
0.074,0.002,0.016,0.028,0.116,0.079,0.005,0.054,0.047,2,110,ham
0.07,0.016,0.001,0.047,0.238,0.018,0.005,1.103,0.122,7,31,spam
0.074,0.01,0.096,0.12,0.446,0.031,0.095,0.059,0.067,3,18,ham
0.365,0.027,0.184,0.031,0.151,0.014,0.017,0.269,0.134,2,205,spam
0.242,0.011,0.198,0.22,0.869,0.053,0.057,0.108,0.111,6,175,spam
0.018,0.118,0.129,0.045,0.527,0.089,0.036,0.029,0.085,5,385,ham
0.046,0.003,0.027,0.009,1.256,0.033,0.013,0.059,0.343,0,6,spam
0.055,0.096,0.037,0.011,0.627,0.187,0.036,0.225,0.13,2,406,spam
0.045,0.015,0.382,0.063,0.288,0.398,0.004,0.082,0.246,19,437,spam
0.16,0.29,0.405,0.003,0.274,0.013,0.021,0.185,0.028,3,118,ham
0.074,0.27,0.224,0.033,0.042,0.002,0.037,0.046,0.125,3,16,ham
0.085,0.026,0.218,0.008,0.384,0.156,0.013,0.119,0.091,1,587,ham
0.192,0.095,0.182,0.028,0.275,0.021,0.054,0.144,0.258,9,15,spam
0.164,0.003,0.045,0.069,0.212,0.044,0.003,0.106,0.071,1,179,ham
0.014,0.269,0.112,0.031,0.355,0.05,0.033,0.044,0.033,1,136,ham
0.125,0.074,0.238,0.009,0.176,0.248,0.063,0.124,0.049,3,360,ham
0.057,0.004,0.154,0.015,0.223,0.108,0.028,0.236,0.025,3,140,spam
0.035,0.042,0.004,0.023,0.152,0.004,0.104,0.67,0.025,20,127,spam
0.005,0.008,0.614,0.004,0.379,0.001,0.05,0.312,0.064,1,425,spam
0.067,0.05,0.373,0.044,0.628,0.022,0.159,0.035,0.223,3,665,spam
0.044,0.111,0.06,0.047,0.551,0.038,0.017,0.064,0.021,1,159,ham
0.029,0.063,0.192,0.003,0.463,0.066,0.14,0.016,0.034,6,121,spam
0.119,0.048,0.513,0.026,0.004,0.182,0.047,0.029,0.192,2,356,spam
0.147,0.013,0.02,0.027,0.729,0.038,0.068,0.058,0.041,5,356,spam
0.028,0.028,0.14,0.02,0.096,0.047,0.116,0.045,0.328,2,77,spam
0.005,0.011,0.122,0.041,0.657,0.04,0.04,0.048,0.031,4,172,ham
0.189,0.165,0.106,0.021,0.066,0.001,0.099,0.052,0.058,3,33,spam
0.001,0.015,0.361,0.027,0.174,0.311,0.039,0.072,0.01,2,202,ham
0.277,0.09,0.096,0.08,0.415,0.015,0.046,0.027,0.485,4,359,spam
0.099,0.042,0.013,0.009,0.307,0.034,0.029,0.065,0.221,2,42,spam
0.039,0.026,0.014,0.048,0.161,0.014,0.008,0.233,0.17,8,78,spam
0.028,0.102,0.009,0.035,0.341,0.067,0.04,0.054,0.017,3,119,ham
0.001,0.061,0.105,0.018,0.239,0.269,0.19,0.038,0.349,12,373,spam
0.027,0.051,0.253,0.065,0.097,0.011,0.077,0.014,0.265,1,263,spam
0.015,0.09,0.046,0.04,0.312,0.058,0.069,0.139,0.057,1,76,spam
0.095,0.068,0.208,0.032,0.069,0.002,0.052,0.369,0.114,2,56,spam
0.018,0.036,0.232,0.055,0.355,0.147,0.021,0.012,0.489,1,238,spam
0.075,0.082,0.059,0.081,0.001,0.103,0.009,0.156,0.053,2,131,ham
0.089,0.111,0.184,0.18,0.239,0.12,0.013,0.21,0.012,1,180,ham
0.035,0.003,0.231,0.05,0.154,0.064,0.0,0.18,0.202,10,209,spam
0.004,0.063,0.126,0.104,0.108,0.238,0.056,0.42,0.065,4,164,spam
0.004,0.006,0.082,0.0,0.218,0.053,0.084,0.403,0.434,3,190,spam
0.003,0.021,0.193,0.038,0.311,0.072,0.016,0.012,0.08,8,437,ham
0.134,0.082,0.762,0.012,1.008,0.119,0.005,0.09,0.003,1,405,ham
0.038,0.201,0.111,0.005,0.537,0.074,0.02,0.222,0.068,10,32,spam
0.159,0.214,0.099,0.038,0.379,0.021,0.017,0.609,0.127,3,177,spam
0.057,0.007,0.125,0.069,0.196,0.038,0.03,0.327,0.003,1,116,spam
0.06,0.054,0.016,0.027,0.149,0.01,0.015,0.039,0.053,9,67,ham
0.072,0.087,0.161,0.055,0.01,0.057,0.021,0.065,0.017,3,199,ham
0.125,0.016,0.08,0.034,0.133,0.094,0.119,0.288,0.103,5,143,spam
0.032,0.145,0.026,0.029,0.566,0.013,0.02,0.128,0.315,11,298,spam
0.013,0.136,0.126,0.017,0.145,0.1,0.077,0.159,0.098,11,20,spam
0.081,0.234,0.001,0.024,0.186,0.223,0.049,0.188,0.119,11,72,spam
0.04,0.001,0.103,0.022,0.095,0.041,0.021,0.022,0.051,3,5,ham
0.058,0.024,0.022,0.052,0.096,0.025,0.085,0.388,0.083,7,274,spam
0.104,0.176,0.005,0.006,0.019,0.223,0.045,0.398,0.078,1,487,spam
0.068,0.111,0.348,0.005,0.285,0.118,0.0,0.126,0.143,9,177,spam
0.097,0.225,0.496,0.054,0.178,0.011,0.004,0.197,0.194,2,192,spam
0.079,0.006,0.047,0.04,0.279,0.052,0.07,0.216,0.109,3,10,spam
0.135,0.091,0.155,0.028,0.237,0.112,0.03,0.042,0.39,11,140,spam
0.122,0.084,0.065,0.008,0.481,0.085,0.026,0.024,0.176,8,150,ham
0.076,0.004,0.136,0.026,0.417,0.096,0.008,0.004,0.013,15,8,ham
0.114,0.072,0.115,0.078,0.443,0.084,0.009,0.488,0.071,2,305,spam
0.207,0.094,0.063,0.11,0.207,0.16,0.08,0.085,0.234,1,65,spam
0.057,0.021,0.241,0.061,0.131,0.039,0.088,0.018,0.288,12,257,spam
0.053,0.032,0.027,0.003,0.813,0.123,0.041,0.125,0.048,3,103,ham
0.144,0.102,0.011,0.055,0.017,0.472,0.017,0.016,0.129,11,1087,ham
0.087,0.063,0.292,0.014,0.05,0.049,0.135,0.018,0.053,7,48,spam
0.007,0.195,0.219,0.019,0.163,0.157,0.049,0.134,0.013,10,12,spam
0.223,0.042,0.138,0.011,0.286,0.028,0.08,0.142,0.216,5,781,spam
0.003,0.031,0.126,0.075,0.002,0.033,0.0,0.174,0.269,8,56,spam
0.138,0.419,0.138,0.052,0.381,0.273,0.03,0.214,0.07,1,202,spam
0.142,0.242,0.115,0.047,0.245,0.003,0.102,0.221,0.002,17,94,spam
0.306,0.003,0.1,0.055,0.199,0.025,0.021,0.113,0.169,1,204,spam
0.006,0.147,0.139,0.014,0.165,0.066,0.065,0.206,0.065,0,181,spam
0.091,0.012,0.15,0.029,0.22,0.051,0.054,0.073,0.008,4,246,ham
0.056,0.003,0.235,0.05,0.053,0.099,0.008,0.116,0.021,6,4,ham
0.04,0.032,0.248,0.051,0.035,0.021,0.075,0.1,0.017,6,362,spam
0.009,0.031,0.095,0.078,0.103,0.007,0.006,0.08,0.116,2,130,ham
0.083,0.171,0.107,0.017,0.371,0.046,0.065,0.055,0.036,7,146,spam
0.065,0.124,0.094,0.074,0.266,0.074,0.235,0.016,0.014,9,106,spam
0.011,0.4,0.154,0.029,0.196,0.083,0.158,0.141,0.25,5,909,spam
0.095,0.124,0.121,0.055,0.254,0.092,0.081,0.154,0.314,2,323,spam
0.134,0.054,0.441,0.03,0.246,0.08,0.038,0.082,0.015,5,75,ham
0.146,0.12,0.238,0.148,0.11,0.028,0.056,0.745,0.026,10,306,spam
0.236,0.752,0.458,0.01,0.031,0.145,0.065,0.163,0.09,12,115,spam
0.053,0.124,0.247,0.056,0.681,0.009,0.0,0.44,0.016,0,408,spam
0.306,0.143,0.708,0.043,0.275,0.022,0.005,0.169,0.017,1,6,ham
0.201,0.279,0.202,0.009,0.359,0.134,0.045,0.042,0.041,0,88,ham
0.035,0.012,0.662,0.003,0.187,0.033,0.0,0.735,0.298,3,112,spam
0.017,0.122,0.034,0.08,0.424,0.068,0.12,0.433,0.328,3,273,spam
0.057,0.19,0.011,0.009,0.263,0.04,0.034,0.127,0.184,4,40,spam
0.051,0.309,0.173,0.01,0.017,0.071,0.015,0.056,0.119,6,67,ham
0.086,0.024,0.821,0.192,0.662,0.043,0.025,0.05,0.128,2,257,spam
0.088,0.07,0.108,0.063,0.109,0.515,0.095,0.328,0.063,1,16,spam
0.139,0.114,0.048,0.014,0.045,0.044,0.131,0.014,0.076,3,45,spam
0.071,0.028,0.147,0.045,0.028,0.099,0.006,0.203,0.101,0,280,spam
0.011,0.092,0.209,0.038,0.382,0.219,0.075,0.204,0.131,9,417,spam
0.195,0.03,0.076,0.093,0.365,0.102,0.043,0.04,0.01,2,261,ham
0.037,0.041,0.251,0.065,0.361,0.083,0.044,0.244,0.025,5,150,spam
0.355,0.058,0.739,0.089,0.742,0.084,0.076,0.244,0.33,2,21,spam
0.013,0.075,0.455,0.012,0.129,0.069,0.013,0.086,0.041,5,351,ham
0.318,0.06,0.069,0.051,0.247,0.165,0.038,0.132,0.031,4,26,ham
0.01,0.068,0.079,0.002,0.29,0.005,0.019,0.358,0.055,1,97,spam
0.026,0.035,0.093,0.004,1.166,0.216,0.005,0.148,0.034,5,10,ham
0.005,0.017,0.1,0.063,0.112,0.088,0.006,0.193,0.01,1,247,ham
0.122,0.005,0.021,0.001,0.939,0.189,0.007,0.106,0.023,3,140,ham
0.19,0.022,0.287,0.043,0.048,0.001,0.048,0.032,0.102,6,476,ham
0.057,0.087,0.091,0.092,0.433,0.203,0.006,1.25,0.025,4,30,spam
0.264,0.154,0.424,0.024,0.301,0.013,0.042,0.152,0.104,7,342,spam
0.089,0.019,0.523,0.002,0.509,0.128,0.044,0.082,0.011,2,143,ham
0.099,0.011,0.005,0.063,0.009,0.054,0.117,0.25,0.004,0,91,spam
0.187,0.138,0.893,0.133,0.024,0.114,0.049,0.194,0.198,0,206,spam
0.035,0.036,0.248,0.063,0.022,0.099,0.212,0.053,0.143,2,313,spam
0.044,0.303,0.147,0.043,0.27,0.018,0.002,0.419,0.11,3,116,spam
0.236,0.125,0.099,0.013,0.277,0.072,0.061,0.015,0.003,4,53,ham
0.231,0.04,0.146,0.001,0.71,0.032,0.001,0.186,0.027,7,495,ham
0.375,0.034,0.078,0.059,0.189,0.082,0.065,0.13,0.167,9,75,spam
0.232,0.074,0.195,0.013,0.021,0.134,0.024,0.077,0.016,6,1268,ham
0.014,0.008,0.02,0.098,0.071,0.008,0.047,0.35,0.168,3,292,spam
0.174,0.013,0.194,0.031,0.002,0.073,0.019,0.214,0.088,2,233,ham
0.053,0.019,0.064,0.038,0.45,0.096,0.009,0.285,0.135,3,2,spam
0.469,0.149,0.004,0.07,0.507,0.035,0.064,0.107,0.103,2,119,spam
0.064,0.072,0.161,0.076,1.856,0.306,0.117,0.571,0.054,5,140,spam
0.081,0.001,0.173,0.051,0.159,0.073,0.01,0.085,0.035,9,94,ham
0.075,0.112,0.111,0.139,0.006,0.02,0.127,0.151,0.112,4,32,spam
0.039,0.055,0.015,0.202,0.08,0.011,0.008,0.543,0.164,0,92,spam
0.008,0.072,0.448,0.147,0.266,0.078,0.067,0.017,0.005,14,16,ham
0.226,0.024,0.189,0.087,0.981,0.047,0.16,0.023,0.048,2,69,ham
0.162,0.08,0.025,0.061,0.033,0.021,0.008,1.03,0.043,12,17,spam
0.015,0.387,0.143,0.054,0.039,0.003,0.029,0.711,0.082,8,279,spam
0.15,0.008,0.138,0.005,0.363,0.084,0.021,0.295,0.012,3,222,spam
0.098,0.033,0.012,0.016,0.33,0.091,0.025,0.132,0.271,0,562,spam
0.053,0.028,0.187,0.0,0.087,0.015,0.07,0.141,0.08,15,96,spam
0.029,0.029,0.33,0.007,0.503,0.092,0.054,0.059,0.257,5,309,spam
0.196,0.048,0.276,0.029,0.041,0.304,0.173,0.113,0.17,1,177,spam
0.12,0.17,0.045,0.008,0.78,0.383,0.01,0.113,0.021,4,208,ham
0.079,0.244,0.397,0.116,0.067,0.219,0.039,0.007,0.014,5,159,ham
0.094,0.023,0.084,0.082,0.025,0.165,0.03,0.121,0.198,1,302,spam
0.01,0.078,0.586,0.004,0.124,0.023,0.126,0.131,0.077,0,9,spam
0.064,0.101,0.015,0.014,0.062,0.017,0.001,0.219,0.002,2,17,ham
0.022,0.074,0.133,0.085,0.225,0.059,0.226,0.145,0.272,0,20,spam
0.023,0.057,0.182,0.081,0.348,0.097,0.033,0.396,0.064,0,68,spam
0.108,0.021,0.057,0.145,0.203,0.19,0.049,0.092,0.036,1,179,ham
0.242,0.067,0.295,0.301,0.324,0.026,0.022,0.105,0.073,1,207,spam
0.052,0.051,0.197,0.187,0.136,0.065,0.096,0.169,0.173,1,249,spam
0.023,0.159,0.004,0.026,0.008,0.104,0.041,0.045,0.012,14,66,spam
0.105,0.144,0.187,0.014,1.096,0.059,0.054,0.1,0.044,4,210,spam
0.205,0.014,0.135,0.071,0.513,0.061,0.052,0.232,0.038,3,25,spam
0.138,0.009,0.044,0.018,0.023,0.026,0.023,0.106,0.183,4,2,spam
0.203,0.239,1.092,0.082,0.179,0.432,0.004,0.474,0.151,0,237,spam
0.077,0.077,0.455,0.038,0.302,0.064,0.082,0.191,0.051,11,251,spam
0.139,0.195,0.069,0.079,0.063,0.076,0.017,0.033,0.109,4,195,ham
0.015,0.006,0.156,0.016,0.259,0.025,0.095,0.134,0.05,3,60,spam
0.043,0.075,0.076,0.035,0.229,0.072,0.047,0.289,0.085,14,525,spam
0.049,0.078,0.299,0.042,0.07,0.029,0.022,0.206,0.473,7,417,spam
0.072,0.197,0.533,0.143,0.046,0.023,0.045,0.433,0.077,2,145,spam
0.265,0.01,0.089,0.016,0.427,0.032,0.052,0.277,0.447,14,905,spam
0.207,0.028,0.328,0.138,0.117,0.0,0.061,0.013,0.138,10,71,spam
0.014,0.052,0.138,0.082,0.084,0.084,0.086,0.024,0.013,15,135,ham
0.019,0.201,0.101,0.066,0.402,0.049,0.009,0.21,0.159,1,526,spam
0.044,0.279,0.557,0.077,0.4,0.229,0.144,0.054,0.018,16,124,spam
0.034,0.492,0.143,0.046,0.097,0.004,0.026,0.177,0.076,4,127,spam
0.095,0.32,0.126,0.014,0.618,0.004,0.098,0.314,0.095,6,17,spam
0.233,0.001,0.223,0.011,0.35,0.217,0.012,0.172,0.223,1,47,spam
0.328,0.005,0.061,0.101,0.127,0.014,0.001,0.107,0.024,1,34,ham
0.106,0.016,0.079,0.065,0.167,0.0,0.043,0.208,0.209,0,167,spam
0.182,0.043,0.538,0.012,0.389,0.02,0.02,0.031,0.273,3,77,spam
0.074,0.177,0.227,0.048,0.071,0.174,0.208,0.257,0.009,1,16,spam
0.023,0.223,0.35,0.03,0.19,0.162,0.006,0.239,0.217,0,143,spam
0.074,0.021,0.063,0.009,0.318,0.042,0.002,0.144,0.03,16,221,ham
0.081,0.097,0.157,0.038,0.233,0.11,0.002,0.065,0.008,7,267,ham
0.136,0.249,0.711,0.017,0.281,0.071,0.012,0.319,0.318,4,363,spam
0.025,0.062,0.077,0.005,0.237,0.235,0.043,0.143,0.05,7,132,spam
0.046,0.011,0.035,0.031,0.067,0.006,0.035,0.012,0.098,5,99,ham
0.045,0.061,0.143,0.045,0.158,0.168,0.022,0.502,0.08,1,230,spam
0.32,0.047,0.098,0.002,0.228,0.019,0.005,0.292,0.024,5,3,spam
0.059,0.086,0.035,0.026,0.454,0.05,0.013,0.176,0.111,6,201,spam
0.141,0.058,0.439,0.015,0.318,0.021,0.01,0.115,0.005,1,104,ham
0.139,0.002,0.936,0.002,0.167,0.121,0.068,0.643,0.023,2,121,spam
0.031,0.512,0.168,0.007,1.1,0.113,0.076,0.298,0.289,2,70,spam
0.085,0.078,0.298,0.007,0.034,0.079,0.075,0.153,0.307,5,27,spam
0.225,0.064,0.392,0.01,0.07,0.12,0.174,0.212,0.066,1,103,spam
0.064,0.309,0.241,0.081,0.125,0.102,0.108,0.066,0.019,7,74,ham
0.29,0.017,0.009,0.029,0.078,0.15,0.034,0.044,0.055,2,644,ham
0.024,0.021,0.034,0.008,0.295,0.027,0.027,0.064,0.21,6,575,spam
0.008,0.165,0.015,0.005,0.012,0.056,0.124,0.069,0.007,14,207,spam
0.222,0.03,0.002,0.018,0.059,0.016,0.047,0.269,0.014,10,468,spam
0.188,0.161,0.073,0.08,0.104,0.056,0.017,0.03,0.226,7,278,ham
0.49,0.032,0.1,0.023,0.345,0.121,0.042,0.301,0.054,1,85,spam
0.114,0.003,0.055,0.009,0.626,0.118,0.242,0.148,0.009,7,185,spam
0.276,0.073,0.013,0.026,0.481,0.124,0.095,0.097,0.015,5,50,spam
0.175,0.022,0.151,0.041,0.06,0.037,0.017,0.071,0.214,7,232,ham
0.186,0.142,0.064,0.002,0.25,0.109,0.153,0.144,0.067,10,9,spam
0.084,0.102,0.318,0.049,0.009,0.046,0.199,0.076,0.018,2,356,spam
0.048,0.257,0.002,0.025,0.112,0.289,0.013,0.112,0.224,5,175,spam
0.273,0.153,0.37,0.0,0.492,0.042,0.113,0.269,0.187,2,12,spam
0.057,0.02,0.619,0.056,0.183,0.092,0.107,0.197,0.002,2,411,ham
0.077,0.161,0.252,0.062,0.049,0.139,0.002,0.276,0.087,4,420,spam
0.059,0.103,0.265,0.05,0.173,0.237,0.055,0.25,0.028,3,383,spam
0.083,0.111,0.542,0.021,0.066,0.058,0.018,0.338,0.076,5,298,spam
0.064,0.179,0.047,0.038,0.15,0.045,0.056,0.045,0.033,7,227,ham
0.005,0.085,1.043,0.024,0.201,0.056,0.122,1.065,0.038,5,101,spam
0.214,0.063,0.297,0.06,0.129,0.039,0.035,0.129,0.092,17,29,spam
0.059,0.101,0.259,0.044,0.829,0.106,0.027,0.253,0.077,7,68,spam
0.089,0.035,0.09,0.004,0.248,0.27,0.127,0.226,0.05,21,85,spam
0.015,0.02,0.158,0.052,0.555,0.013,0.183,0.167,0.011,7,89,spam
0.0,0.096,0.212,0.058,0.429,0.082,0.003,1.095,0.349,4,167,spam
0.028,0.027,0.194,0.023,0.325,0.228,0.128,0.049,0.019,3,47,spam
0.122,0.008,0.244,0.104,0.206,0.011,0.004,0.11,0.1,7,42,ham
0.01,0.0,0.017,0.093,0.001,0.068,0.021,0.027,0.009,6,252,ham
0.24,0.094,0.088,0.01,0.285,0.2,0.072,0.04,0.117,6,2,spam
0.024,0.045,0.114,0.117,0.132,0.231,0.075,0.25,0.01,6,32,spam
0.023,0.14,0.06,0.029,0.038,0.072,0.065,0.001,0.026,10,114,ham
0.02,0.047,0.038,0.064,0.176,0.003,0.002,0.441,0.104,1,32,spam
0.001,0.067,0.03,0.084,0.399,0.011,0.007,0.201,0.033,4,643,spam
0.148,0.052,0.091,0.035,0.979,0.088,0.138,0.116,0.076,5,222,spam
0.208,0.105,0.136,0.025,0.141,0.013,0.004,0.081,0.013,2,113,ham
0.095,0.044,0.013,0.124,0.235,0.016,0.004,0.027,0.023,22,24,ham
0.021,0.332,0.585,0.013,0.572,0.148,0.09,0.509,0.132,8,97,spam
0.034,0.275,0.29,0.015,0.122,0.139,0.051,0.249,0.004,2,210,ham
0.065,0.188,0.262,0.022,0.046,0.185,0.022,0.082,0.012,2,694,ham
0.309,0.253,0.038,0.098,0.099,0.011,0.009,0.015,0.024,6,128,ham
0.028,0.06,0.185,0.14,0.688,0.022,0.108,0.079,0.002,0,236,spam
0.132,0.077,0.151,0.012,0.052,0.179,0.223,0.041,0.01,3,43,spam
0.058,0.136,0.809,0.1,0.12,0.128,0.003,0.309,0.033,2,195,spam
0.035,0.119,0.275,0.015,0.187,0.164,0.04,0.254,0.01,10,55,ham
0.061,0.221,0.171,0.176,0.563,0.458,0.015,0.138,0.201,8,44,spam
0.007,0.126,0.381,0.045,0.833,0.2,0.089,0.434,0.007,2,142,spam
0.16,0.616,0.034,0.0,0.166,0.073,0.021,0.04,0.197,10,48,spam
0.028,0.043,0.003,0.002,0.806,0.037,0.063,0.12,0.173,12,256,spam
0.129,0.179,0.234,0.008,0.053,0.084,0.039,0.248,0.011,4,554,spam
0.007,0.12,0.021,0.01,0.051,0.102,0.039,0.014,0.003,1,100,ham
0.31,0.118,0.025,0.073,0.894,0.041,0.098,0.093,0.005,7,78,spam
0.021,0.039,0.273,0.013,0.214,0.147,0.032,0.17,0.089,2,39,spam
0.214,0.154,0.063,0.174,0.062,0.01,0.093,0.091,0.111,4,99,spam
0.166,0.231,0.198,0.051,0.201,0.151,0.023,0.131,0.097,0,164,spam
0.344,0.025,0.499,0.059,0.459,0.003,0.01,0.187,0.078,3,93,spam
0.065,0.098,0.076,0.012,0.526,0.069,0.03,0.092,0.019,2,195,ham
0.13,0.05,0.049,0.112,0.598,0.198,0.034,0.022,0.184,6,217,spam
0.046,0.456,0.023,0.055,0.253,0.009,0.033,0.03,0.04,0,21,ham
0.02,0.065,0.028,0.1,0.605,0.073,0.083,0.15,0.428,5,239,spam
0.059,0.026,0.013,0.157,0.214,0.017,0.042,0.038,0.049,7,461,ham
0.018,0.048,0.018,0.007,0.28,0.225,0.11,0.441,0.031,0,5,spam
0.402,0.106,0.113,0.005,0.427,0.179,0.036,0.359,0.225,7,160,spam
0.01,0.008,0.077,0.081,0.166,0.272,0.013,0.086,0.084,1,185,ham
0.089,0.093,0.245,0.101,0.023,0.208,0.007,0.356,0.128,6,247,spam
0.098,0.268,0.408,0.044,0.129,0.133,0.101,0.152,0.052,3,97,spam
0.077,0.19,0.307,0.023,0.293,0.02,0.003,0.035,0.218,4,342,spam
0.109,0.007,0.151,0.053,0.064,0.036,0.006,0.19,0.25,2,155,spam
0.012,0.502,0.022,0.018,0.048,0.069,0.003,0.228,0.057,1,105,spam
0.081,0.12,0.247,0.014,0.104,0.089,0.028,0.018,0.028,0,254,ham
0.034,0.018,0.09,0.033,0.01,0.152,0.038,0.076,0.104,10,524,ham
0.282,0.001,0.018,0.012,0.408,0.026,0.001,0.001,0.309,5,334,spam
0.144,0.019,0.37,0.033,0.09,0.014,0.036,0.076,0.097,20,534,ham
0.359,0.182,0.083,0.157,0.04,0.066,0.025,0.082,0.308,10,62,spam
0.004,0.002,0.049,0.092,0.36,0.017,0.074,0.199,0.042,10,25,spam
0.034,0.027,0.41,0.142,0.555,0.118,0.089,0.044,0.247,5,153,spam
0.022,0.142,0.465,0.082,0.006,0.086,0.058,0.006,0.012,0,9,ham
0.001,0.088,0.083,0.022,0.08,0.135,0.032,0.076,0.044,12,225,ham
0.028,0.153,0.088,0.084,0.871,0.007,0.012,0.349,0.068,1,55,spam
0.114,0.137,0.173,0.128,0.146,0.334,0.094,0.102,0.106,4,121,spam
0.026,0.005,0.264,0.147,0.837,0.0,0.021,0.107,0.035,10,213,ham
0.071,0.223,0.013,0.057,0.096,0.039,0.022,0.127,0.258,3,132,spam
0.219,0.026,0.18,0.012,0.074,0.114,0.124,0.279,0.234,1,54,spam
0.118,0.081,0.611,0.002,0.072,0.005,0.186,0.131,0.161,2,425,spam
0.05,0.103,0.061,0.008,0.027,0.009,0.114,0.019,0.012,22,289,spam
0.047,0.018,0.479,0.168,0.68,0.008,0.317,0.046,0.008,42,184,spam
0.061,0.374,0.6,0.031,1.171,0.087,0.102,0.042,0.069,6,240,spam
0.019,0.067,0.063,0.097,0.927,0.226,0.061,0.142,0.145,11,107,spam
0.101,0.006,0.281,0.031,0.573,0.081,0.017,0.006,0.013,0,94,ham
